index,ad,header,url,location,ad timestamp,lat,long,address,scrape_timestamp,datasource
1671,"Bring a Touch of Aloha to You.  A relaxing Hawaiian massage for all those who want to unwind, ease stress and relieve pain.Lomi-Lomi Massage.  Feel gentle waves moving through your body as this deep relaxing massage soothes away the day's cares.  This therapeutic has been passed down through the ages by Hawaiian elders or ""Kupuna"" using gentle & vigorous body kneading manipulation.  Lomi-Lomi ease pain, increases circulation and promotes a relaxation as well as a sense of well-being.$75.00 - 1 Hour$110.00 - 1 1/2 HourOffice Hours:  Monday thru Saturday 10:00a.m. to 8:00p.m. (BY APPOINTMENT ONLY)For appointment call Precy @  show contact infoHawaiian Massage ServicesLocated:  Inside Serenity CoveGreenville, SC  29609",HAWAIIAN LOMI-LOMI MASSAGE,https://greenville.craigslist.org/thp/d/hawaiian-lomi-lomi-massage/6421188255.html,GREENVILLE,12/11/2017 11:54,34.8921,-82.4002,850 Wade hampton Boulevard,31:08.2,CL1
1672,"* We also have Chinese Male therapists. Available for appointment Only!* New Asian Fusion Massage Studio In Taylors and Mauldin!! Store 1: 3058 Wade Hampton Blvd, #16, Taylors,SC 29687.    Store 2: 304a N Main St, Mauldin, SC 29662* Located across from Wal-Mart @ Hampton Corner Shopping Center. Come in today and let our experienced massage therapist give you a soothing unforgettable experience. Don't miss out our Grand opening Specials!!* You must mention this ad to receive the discounted massage!!* Special between 9:30 AM and Noon or between 6:00 PM and 9:30 PM: get your choice of FREE HOT STONE TREATMENT or FREE TABLE SHOWER when you pay for a one-hour massage* Get one hour couples table massage and receive $30 off* Get one hour FOOT MASSAGE for ONLY $39 with FREE HOT STONE TREATMENT * Please ask about our membership discount program* Gift Cards are available!* SPECIAL OFFER FOR LIMITED TIME ONLY!!Phone: 8 6 4 - 6 0 3 - 3 4 3 5Hours of operations - 9 : 3 0 am - 9 : 3 0 pm ( 7 days a week )Location: 3058 Wade Hampton Blvd #16, Taylors SC 29687 and 304a N Main St, Mauldin, SC 29662 (Grand Opening)    ","Asia Massage@304a N Main St,Mauldin,@3058 Wade Hampton Blvd,#16,Taylor",https://greenville.craigslist.org/thp/d/asia-massage304a-main/6420968498.html,"Taylors,Mauldin",12/11/2017 9:27,34.908502,-82.327166,3058 Wade Hampton Blvd,31:13.8,CL1
1673,"Open now, the new Asian Massage Spa!Come in today for your most relaxing experience.We offer massage and bodywork treatments by highly trained and experienced professionals.Open daily 9:30 till 9:30.Plenty of private parking.Great prices and a wide range of services.90 minute full body massage only $90.One hour body massage only $60Half hour for just $40Couples one hour massage just $110Walk in or make an appointment today.Telephone  show contact infoCredit cards gladly accepted.You deserve a break today! So come on in to Asian Massage Spa.    ",NEW Asian Massage Grand Opening,https://greenville.craigslist.org/thp/d/new-asian-massage-grand/6420910057.html,"Boiling,Springs,Rd,Spartanburg,SC",12/11/2017 8:29,35.003996,-81.950184,"1433 Boiling Springs Rd,",31:19.4,CL1
1674,Private studio located on Lauren's Rd in Greenville.  Conveniently located to 85 & 385.Hours are by appointment only Monday thru Friday 8am to 6pm  Sat 9-3 and Sun 9-3.Please call or text  show contact info to schedule your appointment.Feel my hands take away your stress in a candlelight room with soft music.No excessive texting please/No truck parking.Form of payment is cash only.    ,Kay~Simply Pure Massage,https://greenville.craigslist.org/thp/d/kaysimply-pure-massage/6420907046.html,"Laurens,Rd",12/11/2017 8:25,,,,31:25.0,CL1
1675,"Welcome to the new home of the Ching Ching Spa.Treat yourself to peace and relaxation with us, the number one spa in the Upstate.Appointments are available but walk-ins are welcomed.Telephone us at.  show contact info or  show contact infoPlenty of parking.Credit cards are accepted.COUPLES MASSAGE for you and that special someone are now only $110 for an hour.A ninety minute body massage is only $90 and includes a free table shower.A one hour body massage is just $60.Our special 90 minute combo massage is only $80.The 60 minute combo is still just $60.We're open daily from 9 :30 till 9:30.Only two minutes from Rd. 26 at the Spartanburg exit #21.Why not stop in today?",Ching Ching Spa is number one in the Carolinas,https://greenville.craigslist.org/thp/d/ching-ching-spa-is-number-one/6420906391.html,"E,Blackstock,Rd,Spartanburg,SC",12/11/2017 8:24,34.922042,-81.986778,24e E. blackstock Rd.,31:30.5,CL1
1676,CAROLINAS MOBILE MASSAGE THERAPY - EVERY SIXTH MASSAGE IS FREEAPPOINTMENTS  show contact infoALL THERAPIST ARE LICENSED AND VETTED IN NC OR SC MEMBER OF (AMTA) AMERICAN MASSAGE THERAPY ASSOCIATION NC LICENSE #5406 SC LICENSE # 4931WE SPECIALIZE IN THE FOLLOWING MODALITES:*SWEDISH**DEEP TISSUE**OUTDOOR ESALEN STYLE**PREGNANCY**LYMPHATIC**CORPORATE CHAIR MASSAGE* *SPORTS MASSAGE*WE LISTEN TO OUR CLIENTS AND PROVIDE MASSAGE TO MEET THEIR NEEDS AND GOALS.CALL FOR APPOINTMENT TODAY:  show contact info,"MOBILE MASSAGE, HOTEL, HOME, OFFICE",https://greenville.craigslist.org/thp/d/mobile-massage-hotel-home/6420875677.html,GREENVILLE,12/11/2017 7:39,,,,31:36.0,CL1
1677,"Unravel the worries of your day as mind, body and soul are balanced through the gift of touch and the power of mindfulness. Professional massage therapy for the discerning client. I am a MALE therapist offering a wide range of services with great value that leaves a positive and everlasting impact on your health. Services include Swedish/relaxation massage, deep tissue massage, sports massage, hot stones, prenatal massage, sugar scrubs, aromatherapy, total body assisted stretching and eastern modalities. Office hours are Tuesday-Sunday 10a-7p, other appointments by arrangement only. Conveniently located in Downtown Greenville, email or text  show contact info) for directions.    ",Massage and More....(Licensed MALE Therapist),https://greenville.craigslist.org/thp/d/massage-and-morelicensed-male/6420561543.html,"google,map",12/10/2017 20:34,34.8001,-82.3932,"644 N. Main St., Suite 105",31:41.6,CL1
1678,"Think of your significant other and share a gift of massage and relaxation. Ladies, men, couples. ...what a thoughtful gift!  Have you ever walked into a busy spa or wellness center only to feel more stressed from the activity and noise in the waiting area than you felt before you arrived? Have you ever driven home from a busy spa or wellness center only to feel like you never received a massage to begin with? Does getting a massage in a strange place by a different therapist each time make you feel so anxious or nervous that you deny yourself all the benefits of massage? Take some time to treat yourself.... Attractive Mature educated Trained male therapist available to men, women or couples for private sessions.  ........The massage is tailored specifically to you for your total relaxation. Relaxing Swedish or Deep pressure full body massage. I bring heated table, clean linens and Oils or lotions to you so you can relax I service the areas around Greenville for your convenience...will consider Ashville as well.. Privacy assured and I guarantee you will relax and enjoy yourself... Monday thru Thursday 9AM-10PM Friday 9AM - 12 noon ..... 60 minutes, $60 - 90 minutes, $90 I offer special discounts to students with valid college ID    ",MASSAGE TO YOU - TREAT YOURSELF,https://greenville.craigslist.org/thp/d/massage-to-you-treat-yourself/6420498974.html,"Greenville,and,surrounding,areas",12/10/2017 19:27,34.774,-82.9457,,31:47.1,CL1
1679, ,,https://greenville.craigslist.org/thp/d/new-best-in-greenville10off/6420092234.html,, ,,,,31:52.7,CL1
1680,"    ---Welcome to Lucky Massage at Greenville---      Four Hands Available  $10 Off Special     show contact info   1178 Woodruff Rd, #5, Greenville, SC 29607  Absolutely Best Deal In the Town ",Éù?Special $10 Off Éù? Lucky Massage @ 864-520-1215 Greenville,https://greenville.craigslist.org/thp/d/special-10-off-lucky/6420086165.html,"Greenville,Anderson,Spartanburg",12/10/2017 13:34,34.826623,-82.298949,"1178 Woodruff Rd,",31:58.3,CL1
1681, ,,https://greenville.craigslist.org/thp/d/get-your-real-massage/6420058684.html,, ,,,,32:04.0,CL1
1682, ,,https://greenville.craigslist.org/thp/d/here-your-best-massage-ever/6420056277.html,, ,,,,32:09.7,CL1
1683,"(`'..') Welcome to LP Massage(`'..') ..** Relax your body, relieve your stress, and be good for your health. ..** This is the best massage parlor in town that you are looking for. ..** Private and Clean Rooms, well-trained masseuses with great experience. ..** Clean RoomsRelaxing HoursLuxury Massage ..** Free Hot Stone  Free Shower Open: Mon.-Sun. 9:00AM-10:00PM  Tel:  show contact info  Add: 3300 N Main St Anderson SC 29621""Google map""LET US HELP YOU WITH YOUR  NECK PAIN  SHOULDER PAIN  BACK PAIN Appointments or Welcome Walk-ins. SwedishDeep TissueAcupressure Hot stoneHot OilCouple Room Foot ReflexologyCombo massage Cupping TherapyEar Candle Wax ","*?¯è?É?ù???¯è?É?ù??*__"" Grand Opening__LP Massage__3300 N Main St Anderson",https://greenville.craigslist.org/thp/d/grand-openinglp-massage3300/6419928910.html,"N,Main,St,Anderson",12/10/2017 11:29,34.541543,-82.667849,3300 N Main St,32:15.5,CL1
1684,"* We also have Chinese Male therapists. Available for appointment Only!* New Asian Fusion Massage Studio In Taylors and Mauldin!! Store 1: 3058 Wade Hampton Blvd, #16, Taylors,SC 29687.    Store 2: 304a N Main St, Mauldin, SC 29662* Located across from Wal-Mart @ Hampton Corner Shopping Center. Come in today and let our experienced massage therapist give you a soothing unforgettable experience. Don't miss out our Grand opening Specials!!* You must mention this ad to receive the discounted massage!!* Special between 9:30 AM and Noon or between 6:00 PM and 9:30 PM: get your choice of FREE HOT STONE TREATMENT or FREE TABLE SHOWER when you pay for a one-hour massage* Get one hour couples table massage and receive $30 off* Get one hour FOOT MASSAGE for ONLY $39 with FREE HOT STONE TREATMENT * Please ask about our membership discount program* Gift Cards are available!* SPECIAL OFFER FOR LIMITED TIME ONLY!!Phone: 8 6 4 - 6 0 3 - 3 4 3 5Hours of operations - 9 : 3 0 am - 9 : 3 0 pm ( 7 days a week )Location: 3058 Wade Hampton Blvd #16, Taylors SC 29687 and 304a N Main St, Mauldin, SC 29662 (Grand Opening)    ","Asia Massage@304a N Main St,Mauldin,@3058 Wade Hampton Blvd,#16,Taylor",https://greenville.craigslist.org/thp/d/asia-massage304a-main/6419787932.html,"Taylors,Mauldin",12/10/2017 9:07,34.908502,-82.327166,3058 Wade Hampton Blvd,32:21.1,CL1
1685,"* We also have Chinese Male therapists. Available for appointment Only!* New Asian Fusion Massage Studio In Taylors and Mauldin!! Store 1: 3058 Wade Hampton Blvd, #16, Taylors,SC 29687.    Store 2: 304a N Main St, Mauldin, SC 29662* Located across from Wal-Mart @ Hampton Corner Shopping Center. Come in today and let our experienced massage therapist give you a soothing unforgettable experience. Don't miss out our Grand opening Specials!!* You must mention this ad to receive the discounted massage!!* Special between 9:30 AM and Noon or between 6:00 PM and 9:30 PM: get your choice of FREE HOT STONE TREATMENT or FREE TABLE SHOWER when you pay for a one-hour massage* Get one hour couples table massage and receive $30 off* Get one hour FOOT MASSAGE for ONLY $39 with FREE HOT STONE TREATMENT * Please ask about our membership discount program* Gift Cards are available!* SPECIAL OFFER FOR LIMITED TIME ONLY!!Phone: 8 6 4 - 6 0 3 - 3 4 3 5Hours of operations - 9 : 3 0 am - 9 : 3 0 pm ( 7 days a week )Location: 3058 Wade Hampton Blvd #16, Taylors SC 29687 and 304a N Main St, Mauldin, SC 29662 (Grand Opening)    ","Asia Massage@304a N Main St,Mauldin,@3058 Wade Hampton Blvd,#16,Taylor",https://greenville.craigslist.org/thp/d/asia-massage304a-main/6418669234.html,"Taylors,Mauldin",12/9/2017 10:30,34.908502,-82.327166,3058 Wade Hampton Blvd,32:26.7,CL1
1686,"    ---Welcome to Lucky Massage at Greenville---      Four Hands Available  $10 Off Special     show contact info   1178 Woodruff Rd, #5, Greenville, SC 29607  Absolutely Best Deal In the Town ",Éù?Special $10 Off Éù? Lucky Massage @ 864-520-1215 Greenville,https://greenville.craigslist.org/thp/d/special-10-off-lucky/6418662786.html,"Greenville,Anderson,Spartanburg",12/9/2017 10:25,34.826623,-82.298949,"1178 Woodruff Rd,",32:32.3,CL1
1687,"* We also have Chinese Male therapists. Available for appointment Only!* New Asian Fusion Massage Studio In Taylors and Mauldin!! Store 1: 3058 Wade Hampton Blvd, #16, Taylors,SC 29687.    Store 2: 304a N Main St, Mauldin, SC 29662* Located across from Wal-Mart @ Hampton Corner Shopping Center. Come in today and let our experienced massage therapist give you a soothing unforgettable experience. Don't miss out our Grand opening Specials!!* You must mention this ad to receive the discounted massage!!* Special between 9:30 AM and Noon or between 6:00 PM and 9:30 PM: get your choice of FREE HOT STONE TREATMENT or FREE TABLE SHOWER when you pay for a one-hour massage* Get one hour couples table massage and receive $30 off* Get one hour FOOT MASSAGE for ONLY $39 with FREE HOT STONE TREATMENT * Please ask about our membership discount program* Gift Cards are available!* SPECIAL OFFER FOR LIMITED TIME ONLY!!Phone: 8 6 4 - 6 0 3 - 3 4 3 5Hours of operations - 9 : 3 0 am - 9 : 3 0 pm ( 7 days a week )Location: 3058 Wade Hampton Blvd #16, Taylors SC 29687 and 304a N Main St, Mauldin, SC 29662 (Grand Opening)    ","Asia Massage@304a N Main St,Mauldin,@3058 Wade Hampton Blvd,#16,Taylor",https://greenville.craigslist.org/thp/d/asia-massage304a-main/6417322929.html,"Taylors,Mauldin",12/8/2017 10:00,34.908502,-82.327166,3058 Wade Hampton Blvd,32:37.9,CL1
1688,Hi. I am a Certified Reiki Practioner. Releasing pain and relaxing my client is what I do best. Light touch. Unscented Creme. Call or text me at  show contact info to schedule an appointment.Rates:1 hour $501-1/2 hours $702 hours $90Hours:Monday - Friday 8am - 6pmWeekends occasionallyYour body will thank you. Be sure to drink water. Does a body good.     ,Relaxing Energywork by Lorrie,https://greenville.craigslist.org/thp/d/relaxing-energywork-by-lorrie/6417205269.html,"Greenville,SC",12/8/2017 8:01,34.8285,-82.3516,,32:43.8,CL1
1689,Looking for the Best? Need to relax?I am available all weekI can come to you or you can come to meshow contact info,Taylar Adams,https://greenville.craigslist.org/thp/d/taylar-adams/6416982860.html,,12/7/2017 22:40,,,,32:49.3,CL1
1690,"* We also have Chinese Male therapists. Available for appointment Only!* New Asian Fusion Massage Studio In Taylors and Mauldin!! Store 1: 3058 Wade Hampton Blvd, #16, Taylors,SC 29687.    Store 2: 304a N Main St, Mauldin, SC 29662* Located across from Wal-Mart @ Hampton Corner Shopping Center. Come in today and let our experienced massage therapist give you a soothing unforgettable experience. Don't miss out our Grand opening Specials!!* You must mention this ad to receive the discounted massage!!* Special between 9:30 AM and Noon or between 6:00 PM and 9:30 PM: get your choice of FREE HOT STONE TREATMENT or FREE TABLE SHOWER when you pay for a one-hour massage* Get one hour couples table massage and receive $30 off* Get one hour FOOT MASSAGE for ONLY $39 with FREE HOT STONE TREATMENT * Please ask about our membership discount program* Gift Cards are available!* SPECIAL OFFER FOR LIMITED TIME ONLY!!Phone: 8 6 4 - 6 0 3 - 3 4 3 5Hours of operations - 9 : 3 0 am - 9 : 3 0 pm ( 7 days a week )Location: 3058 Wade Hampton Blvd #16, Taylors SC 29687 and 304a N Main St, Mauldin, SC 29662 (Grand Opening)    ","Asia Massage@304a N Main St,Mauldin,@3058 Wade Hampton Blvd,#16,Taylor",https://greenville.craigslist.org/thp/d/asia-massage304a-main/6415952538.html,"Taylors,Mauldin",12/7/2017 9:21,34.908502,-82.327166,3058 Wade Hampton Blvd,32:54.9,CL1
1691,Private studio located on Lauren's Rd in Greenville.  Conveniently located to 85 & 385.Hours are by appointment only Monday thru Friday 8am to 6pm  Sat 9-3 and Sun 9-3.Please call or text  show contact info to schedule your appointment.Feel my hands take away your stress in a candlelight room with soft music.No excessive texting please/No truck parking.Form of payment is cash only.    ,Kay~Simply Pure Massage,https://greenville.craigslist.org/thp/d/kaysimply-pure-massage/6415897056.html,"Laurens,Rd",12/7/2017 8:20,,,,33:00.5,CL1
1692,"    ---Welcome to Lucky Massage at Greenville---      Four Hands Available  $10 Off Special     show contact info   1178 Woodruff Rd, #5, Greenville, SC 29607  Absolutely Best Deal In the Town ",Éù?Special $10 Off Éù? Lucky Massage @ 864-520-1215 Greenville,https://greenville.craigslist.org/thp/d/special-10-off-lucky/6414950636.html,"Greenville,Anderson,Spartanburg",12/6/2017 13:09,34.826623,-82.298949,"1178 Woodruff Rd,",33:06.1,CL1
1693, ,,https://greenville.craigslist.org/thp/d/new-best-in-greenville10off/6414901953.html,, ,,,,33:11.7,CL1
1694,"* We also have Chinese Male therapists. Available for appointment Only!* New Asian Fusion Massage Studio In Taylors and Mauldin!! Store 1: 3058 Wade Hampton Blvd, #16, Taylors,SC 29687.    Store 2: 304a N Main St, Mauldin, SC 29662* Located across from Wal-Mart @ Hampton Corner Shopping Center. Come in today and let our experienced massage therapist give you a soothing unforgettable experience. Don't miss out our Grand opening Specials!!* You must mention this ad to receive the discounted massage!!* Special between 9:30 AM and Noon or between 6:00 PM and 9:30 PM: get your choice of FREE HOT STONE TREATMENT or FREE TABLE SHOWER when you pay for a one-hour massage* Get one hour couples table massage and receive $30 off* Get one hour FOOT MASSAGE for ONLY $39 with FREE HOT STONE TREATMENT * Please ask about our membership discount program* Gift Cards are available!* SPECIAL OFFER FOR LIMITED TIME ONLY!!Phone: 8 6 4 - 6 0 3 - 3 4 3 5Hours of operations - 9 : 3 0 am - 9 : 3 0 pm ( 7 days a week )Location: 3058 Wade Hampton Blvd #16, Taylors SC 29687 and 304a N Main St, Mauldin, SC 29662 (Grand Opening)    ","Asia Massage@304a N Main St,Mauldin,@3058 Wade Hampton Blvd,#16,Taylor",https://greenville.craigslist.org/thp/d/asia-massage304a-main/6414619676.html,"Taylors,Mauldin",12/6/2017 9:36,34.908502,-82.327166,3058 Wade Hampton Blvd,33:17.3,CL1
1695,"We have professional licensed massage therapists. We provide a comfortable environment and a soft music to help you relax and satisfied. Come experience a relaxing Massage!!!We offer different types of massage:Deep tissue MassageSwedish MassageFoot MassageFeet walk back massageWe also offer hot stone,cupping therapy and table shower w/ orange salt.Rose Massage40 Villa Rosa RdTemple GA 30179cross street from Flying JCall  show contact info for an appointmentwalk-in is also welcomeWelcome to stop by any time!!!We open 7days a week, 10am. to 10pm.Our best massage therapists are looking forward to meet you!!!.    ",É??É??É??Rose Massage É??404-429-9598,https://nwga.craigslist.org/thp/d/rose-massage/6424298858.html,Temple,12/13/2017 16:27,33.720297,-85.009675,40 Villa Rosa Rd,33:23.0,CL1
1696,"We have professional licensed massage therapists. We provide a comfortable environment and a soft music to help you relax and satisfied. Come experience a relaxing Massage!!!We offer different types of massage:Deep tissue MassageSwedish MassageFoot MassageFeet walk back massageWe also offer hot stone,cupping therapy and table shower w/ orange salt.Rose Massage40 Villa Rosa RdTemple GA 30179cross street from Flying JCall  show contact info for an appointmentwalk-in is also welcomeWelcome to stop by any time!!!We open 7days a week, 10am. to 10pm.Our best massage therapists are looking forward to meet you!!!.    ",É??É??É??Rose Massage É??404-429-9598,https://nwga.craigslist.org/thp/d/rose-massage/6422152821.html,Temple,12/12/2017 1:40,33.720297,-85.009675,40 Villa Rosa Rd,33:28.9,CL1
