ad,title,url,loc,scrape stamp,lat,long,addr,scrape date,source
"ASIAN MAGIC HEALTH   GRAND OPENING! SUPERIOR MASSAGE!   Come!Come!Come!Sweet & Professional Asian Masseuses~Cute Nice Massage    Enjoy one of our many massage techniques, You Will Love the Best.  *** Walks Ins Are Welcome! ***    Friendly and Highly Skilled Asian Staff!   Premium Services    Swedish, Shiatsu or Deep Tissue:   $40/30min, $60/Hour, $90/90min. Deep Tissue Hot Stone:   $40/30min, $70/Hour, $100/$100min. Foot Reflexology:   $45/40min, $60/HourEarly Bird Discount: 10am-Noon Only $49.00 per hour.  Call Us Now:  show contact info 44081 pipeline plaza Suite 205, Ashburn, VA 20147 Hours: Mon-Sat 10am-9pm, Sun 10am to 7:30pm. Only Minutes From The Dulles Airport, located at Ashburn, we are minutes away from Sterling, Herndon, Dulles, Chantilly, Leesburg.","Renewing Your Body at Asian Magic Health 703-858-9500, Ashburn/Herndon",https://washingtondc.craigslist.org/nva/thp/d/renewing-your-body-at-asian/6319034599.html,"Ashburn,Sterling,Herndon,Chantilly",9/24/2017 11:30,39.0219,-77.4761,44081 PIPELINE PLAZA,12/14/2017,CL
"Relax SpaOpen Daily :  Mon-Sat: 10:00am -9:30 pmSun: 11:00am-8:00pm show contact info Come and Enjoy Premium Services Provided By Highly Skilled, Certified, Enthusiastic and Talented MasseuseIn the Newly Decorated Luxurious FacilityBe Treated like a Royal, Demand the Best!Shiatsu, Swedish, AcupressureHot Stone, Deep Tissue, Reflexology, Aromatherapy$18/15minuts, $35/30minutes, $60/hour or $120/2hoursEarly Birds Special: $52/Hour before 12 noon Monday-ThursdayAddress:19374 Diamond Lake Dr. Lansdowne, VA 20176Minutes away from Dulles Airport, Ashburn, Leesburg, Herndon,Sterling, Chantilly, Dulless, Ashburn, Sterling, Great Falls.","Relax Spa 571-333-4866 at Sterling, Ashburn, Leesburg, Herndon, Dulles",https://washingtondc.craigslist.org/nva/thp/d/relax-spaat-sterling-ashburn/6319033469.html,"Lansdowne,Chantilly,Falls,Church,Fairfax",9/24/2017 11:29,39.081,-77.4938,19374 DIAMOND LAKE DR.,12/14/2017,CL
"[   Hi there!  (Our photo is 100% accurate) ~~*    Perfect Massage     Great Friendly Staff    *~~   Traditional Thai Massage  Deep Tissue  Swedish  Foot Reflexology  Hot stone   Open everyday 10 am - 8 pm by Appointment Only.Location : Gallows Rd close to DMV Tysons Corner.60 Mins / $80 Special 90 Mins / $100 4 Hand Massage By 2 Therapists 60 Mins / $140 Spacial 4 Hand Massage 90 Mins / $200 Limited Time Only! Gentlemen's Facial $90 / 60 Min (Pls shave before you come for a better benefit.)Brazilian Organic Sugaring Wax $80 Back Waxing $60 We are Professional Licensed CMT with over 5 years experience.Offer Therapeutic Massage OnlyCall or Text for appointment at  show contact info YOU WILL LEAVE FEELING LIKE A NEW PERSON  ""]""",??  ?? Special 90 Mins Massage $100 ~ 703.831.2226??,https://washingtondc.craigslist.org/nva/thp/d/special-90-mins-massage/6319026318.html,"Tysons,Corner",9/24/2017 11:23,38.9042,-77.2237,GALLOWS RD,12/14/2017,CL
"Come to ease the aches, pains, and soothe the sores and tense muscles today  MASSAGE OASIS :   show contact info/ Walk-ins welcomeAdd: 14535 John Marshall Highway, Ste.208, Gainesville, VA 201557 Days A Week : 10am-10pmHigher Quality Lotion Massage: 60 Mins/ $60. 30 Mins / $40. 90 Mins / $100. Special Offer for couples! Two people for only $105. Our rooms are clean, private, comfortable environment with soft music. Our professional therapists specialize in Swedish, Acupressure, Deep Tissue and Walk on back massage techniques. Our highly trained staff will provide you with a wonderful relaxing experience.","The Best Massage Service in Gainsville, EFFECTIVE, RESTORATIVE &AFFORD",https://washingtondc.craigslist.org/nva/thp/d/the-best-massage-service-in/6319023626.html,GAINESVILLE,9/24/2017 11:21,38.8061,-77.6229,14535 JOHN MARSHALL HWY,12/14/2017,CL
"RECOVER    REJUVENATE     REVIVE       Come to ease the aches, pains, and soothe the sores and tense muscles today   ==    LARGOS THERAPY ==  Call :  show contact info  /  Walk-ins welcome Add: 3605 Chain Bridge Road, Ste.B , Fairfax,  VA 22030 7 Days A Week :  10:00am-10pm  Deep Tissue   Acupressure   Swedish   Walk on Back   Aroma Naturopath Therapy Luxurious environment with effective body work. Our highly trained staff will provide you with a wonderful relaxing experience.",??????GRAND OPENING??????  AFFORDABLE,https://washingtondc.craigslist.org/nva/thp/d/grand-opening-affordable/6319022193.html,Fairfax,9/24/2017 11:19,38.8573,-77.307,"3605 CHAN BRIDGE ROAD,",12/14/2017,CL
"[ (`'. SMILE THERAPY .') Treat yourself to what you know you deserve.Staff members are trained in most all techniques.Very nice all Asian staff.Deep Tissue / Swedish / Shiatsu MassageComfortable & Clean Private RoomsShower Availableshow contact info14137 Robert Paris ct Chantilly 20151*Attention!=> (located in back of office park)Open Mon-Sat 10AM - 9PM  Sunday 10AM - 8PM ""]""",========>BEST MASSAGE!!!=====VERY NICE STAFF!!!=====ALL ASIAN!!!,https://washingtondc.craigslist.org/nva/thp/d/best-massagevery-nice/6319021821.html,"Chantilly,Dulles,Airport,Centreville",9/24/2017 11:19,38.8781,-77.436,14137 ROBERT PARIS COURT,12/14/2017,CL
"_____[[___GRAND  OPENING ! ]]_____Let Our Beautiful Asian Staff Pamper U Today!Nothing Compares to Our Magical Asian MassageDeep Tissue / Swedish / Shiatsu MassageLuxurious Shower / Dry SaunaOPEN DAILY 10 TO 10~*~ Walk-Ins Welcome ~*~Treat Yourself To a Best Relaxing Asian BodyworkFeel Better Today..The Oriental Way8450 Tyco Rd. Suite-C Vienna, VA. 22182",_________You DESERVE the BEST MASSAGE of ALL TIME _________________,https://washingtondc.craigslist.org/nva/thp/d/you-deserve-the-best-massage/6319012359.html,"TYSON,S",9/24/2017 11:11,38.9335,-77.2367,8450 TYCO RD,12/14/2017,CL
"Refresh Mind & Body With an Asian Relaxation[__WORLD-CLASS SERVICE - ORIENTAL MASSAGE EXPERTS__]A tranquil oasis where worries quickly vanishLavishness beyond your expectationsServices that deliver unsurpassed relaxation & rejuvenationDeep Tissue / Swedish / Shiatsu MassageLuxurious  T. Shower / New Asian StaffTEL:  show contact infoOPEN DAILY 10AM TO 9PMPALMTREE THERAPYLocation: 6277 FRANCONIA RD. ALEXANDRIA, VA 22310",@@@@@;________ ENJOY UR DAY WITH THE BEST ASIAN MASSAGE ________,https://washingtondc.craigslist.org/nva/thp/d/enjoy-ur-day-with-the-best/6319010171.html,ALEXANDRIA,9/24/2017 11:09,38.7796,-77.155,6277 FRANCONIA RD,12/14/2017,CL
"WELCOME TO DAISY  THERAPY \t\tNEW MANAGEMENT\t\tAmazing techniques & Nice, comfortable and \trelaxing atmosphere.\t\tFree table shower \tSwedish, Shiatsu & Deep tissue.\thot towel treatment.Open 7 days/10:00 am - 10:00 pmCall** \t show contact info\t**\t\t\tAddress: 6714 Whittier Ave. Ste.100, McLean, VA 22101",??????----EXCELLENT ASIAN MASSAGE----(703) 623-7908---,https://washingtondc.craigslist.org/nva/thp/d/excellent-asian-massage/6319008528.html,"McLean,Whittier,Ave",9/24/2017 11:08,38.9318,-77.1757,6714 WHITTIER AVE,12/14/2017,CL
"Couples Massage Special Discount price Available  show contact info Fairfaxwe have new therapists . Anna Kelly Amy we have new therapists . Anna Kelly Amy We have the best Asian Massage therapists. We offer a quiet and calm room for your relaxation. We have many types of massage(Deep Tissue-$60/hr, Swedish-$45/hr, Hot Stone-$80/hr, etc.), Waxing, and foot reflexology.Come in for the 6th time and you will get a 50% off on any massage(Ask for more details)We have couple room. we also offer couples massage special discount price Make a reservation now! Call  show contact info!Mon- Fri 10am-9:30pm Sat,Sun 10:30-9:00pmAddress: Professional Center of Fairfax 10875 Main Street #114 Fairfax, VA 22030Tel; show contact info",*****Best Asian Massage $45/hr***703-273-3259,https://washingtondc.craigslist.org/nva/thp/d/best-asian-massage-45-hr/6319007571.html,"Main,st,Fairfax,VA",9/24/2017 11:07,38.8511,-77.3207,10875 MAIN ST,12/14/2017,CL
"GRAND OPENING! GREAT MASSAGE FOR YOU!  BLUE RIVER SPA  :  show contact info  /  Walk-ins welcome Add: 14641 Lee Hwy., Ste. D-1, Centreville, VA 20121(Between Dunkin Donut & Virginia Tire Auto On Route 29 Backside of Last Building) 7 Days A Week :  10am-10pmTable Shower Free. Our private massage rooms are clean, quiet and comfortable. And our therapists are specialize in Swedish, Shiatsu, Acupressure, Deep Tissue massage and Walk on Back techniques.",?•:*¨ *:•?•:*¨ *:•?ASIAN SPA! MASSAGE?  (703)266-2385,https://washingtondc.craigslist.org/nva/thp/d/asian-spa-massage/6319007506.html,Centreville,9/24/2017 11:07,38.8334,-77.4537,14641 LEE HWY,12/14/2017,CL
"[__UNDER NEW MANAGEMENT__]Deep Tissue / Swedish / Shiatsu MassageRelaxing Music, Quiet, ComfortableAroma Therapy & Clean Roomsshow contact infoOPEN 7 DAYS : 10AM - 10PMCNC THERAPY CENTER727 Elden St. Suite - 200C, Herndon, VA 20170Main Street Bank 2nd Floor and Parking in the Back of the Building.Enter into the Fire Station side on the Spring Street",??____All the Right Elements for the Ultimate Massage Experience____,https://washingtondc.craigslist.org/nva/thp/d/all-the-right-elements-for/6319006939.html,____HERNDON,9/24/2017 11:06,38.9694,-77.3857,727 ELDEN ST,12/14/2017,CL
"Hello, My name is Jin. I am an experienced Asian Certified Massage Therapist. If you desire to relieve your neck, shoulder or back fatigue, or just want to experience the ultimate relaxation, I can offer you a combination of techniques including Chinese traditional acupuncture point massage via my hands, elbows and knees, focusing on releasing and healing your body aches and injuries. Also, I can walk on your back with either lighter or heavier pressure, giving you a satisfied relaxation because of my techniques.I can treatment your pain: -Migraine HeadachesNeck PainBack pain-Overuse Injuries-Sports Injuries-Stress Disorders-Low Energy-Insomnia-Poor IndigestionPlease call or text to make an appointment from: **10:00am to 10:00pm** **7 days a week *****please contact  show contact info contact info to make an appointment***no walk-ins. Appointment only please***                   thank you",Jin is  at Jin Chinese Spa?571-299-9638?,https://washingtondc.craigslist.org/nva/thp/d/jin-is-at-jin-chinese-spa/6319006093.html,"Dunn,Loring",9/24/2017 11:06,38.8975,-77.2245,2304 GALLOWS ROAD,12/14/2017,CL
"We have pretty professional massage therapist to relax you We Provide Clean room and Cozy environment with soothing music ********   show contact info  *****Location: 1358 old bridge Rd, woodbridge, VA 22192Next to Title Max store, in the back of complexOPEN DAILY - 9:30AM to 10:30PM",----------------Great massage @ great location -----------------,https://washingtondc.craigslist.org/nva/thp/d/great-massage-great-location/6318985817.html,"Old,bridge,Rd",9/24/2017 10:47,38.675,-77.2569,1358 OLD BRIDGE RD,12/14/2017,CL
--Sweet & talented masseuse is waiting for you-- ASIAN MASSAGE  No. 1 Service 1000% Satisfaction. Take away all stress and fatigueGet your energy back!Unbeatable service you will cherish most in this Summer Deep Tissue Chinese TuinaReflexology ShiatsuHot ,?????? Skillful Masseuse ?7038658883 Supreme Special,https://washingtondc.craigslist.org/nva/thp/d/skillful-masseusesupreme/6318982638.html,"fairfax,dc,md",9/24/2017 10:44,38.855,-77.3274,11166 FAIRFAX BLVD,12/14/2017,CL
"Camelia Spa Practitioner: Julia, Angela(New), Coco(New)Our Therapists are Energetic! At a clean & pleasant environmentMassage Option:Swedish or Deep Tissue or Shiatsu or Trigger Points 30 Minutes: $45\t60 Minutes: $65\t90 Minutes: $95 4-Hand massage Special: 30 Minutes: $8060 Minutes: $120 Couples Massage:60 Minutes: $120   Special light touching massage to relax your mind: $50/60mins Focus on-Deep work without discomfort-Relief of Inflammation-Loosened Adhesions-Stretching Muscles and Connective Tissue-Breaking up and Expelling Congestion-Strengthening the Immune System-Sedating the Nervous SystemBusiness Hours: Mon-Sat: 10am-10pmSun: 11am- 9pmCash or Major Credit Cards accepted.Address: 6055 A. Arlington Blvd, Falls Church VA 22044(2ND row of the office plaza building with a green gate door, Behind building #6051)Welcome both appointments and walk-ins, but to make an appointment ahead of time will guarantee that you receive a service right away)Please call   show contact info with any questions or for further information.Thank you, and look forward to seeing you!",?????????? Camelia Spa????,https://washingtondc.craigslist.org/nva/thp/d/camelia-spa/6317940050.html,"Falls,church,Arlington,dc,Tysons",9/23/2017 13:00,38.8589,-77.1548,6055 A. ARLINGTON BLVD,12/14/2017,CL
"Health Center5509 Wilson Blvd, Arlington, VA 22205show contact infoget mapopen:7days/week 10:00am to 10:00 pmWe offer*Shiatsu, Swedish, Deep Tissue, Thai, Qi Gong Tui Na, Sport Massage**Body Scrub, Hot Stone Therapy**Foot Reflexology,Acupuncture, Facal, Nail*","? ?Asian Massage, Best Choice, Come Try? ?",https://washingtondc.craigslist.org/nva/thp/d/asian-massage-best-choice/6318978347.html,"Arlington,nearby,DC,only,mins",9/24/2017 10:41,38.8766,-77.1273,5509 WILSON BLVD,12/14/2017,CL
"Grand Opening  Swedish | Shiatsu | Deep Tissue | Dry Sauna Open 7 Days / 10am -11pmSunday: 10am - 10pm3213 Columbia Pike Arlington, VA 22204 Tired from work? Come and Enjoy our magic touch. Our Professional and friendly staff will Revitalize your day with a relaxing massage.",~?~?~ _____ ARLINGTON THERAPY _____ GRAND OPENING ~?~?~,https://washingtondc.craigslist.org/nva/thp/d/arlington-therapy-grand/6318966437.html,Arlington,9/24/2017 10:30,38.8618,-77.0904,3213 COLUMBIA PIKE,12/14/2017,CL
"~*Relaxing your soul and body~We have the best experienced Female Asian Massage therapists. We offer a clean, quiet and private room for your relaxation. You deserve to enjoy your relax time here!!We offer many types of massage for you to relief stress. Services Provided:AcupressureSwedishShiatsuDeep tissueFoot ReflexologyRates: 80 for an hour. Call or Text for making an appointment:  show contact info AliceOpening hours: 10am - 10pm everydayAddress: 5205-B Lyngate Court, Burke, VAYou will be satisfied by our professional service.",????New!! Come and experience our professional and magical massage,https://washingtondc.craigslist.org/nva/thp/d/new-come-and-experience-our/6318966185.html,CALL,9/24/2017 10:29,38.7624,-77.279,5205-B LYNGATE COURT,12/14/2017,CL
JJ Massage offers several massages that will be sure to bring you relaxation and rejuvenation!Our current special includes $50/1HR Deep TissueWe also offer $80/90MIN and gift certificatesCall now to make a reservation at  show contact info or walk right in!Our Hours:Weekdays - 10AM-9:30PMWeekends - 10:30AM-9:00PM,"Relax and rejuvenate, new professional masseuse! Daily special ??",https://washingtondc.craigslist.org/nva/thp/d/relax-and-rejuvenate-new/6318944188.html,Vienna,9/24/2017 10:08,38.9081,-77.2566,111 BERRY ST SE SUITE 102,12/14/2017,CL
"~ FANTASTIC THERAPY! ~Been hard working lately? Need relief for pain and sore muscles?Come here today, our experienced Staff can help!Deep Tissue * Swedish * Shiatsu *  ReflexologyRelaxing music and ambiance * Plenty of parking~  show contact info ~~ MASSAGE THERAPY WORKS ~ Open 7 days  10am-9pm 2931-C  Eskridge Rd, 1st FloorFairfax VA 22031 (Merrifield   Vienna  McLean  Fairfax )http://www.massagetherapyworksus.com ~ SEE US TODAY!  ~",?~???~#1 CHOICE!~ELEGANT~MASSAGE~THERAPY~703-677-7707,https://washingtondc.craigslist.org/nva/thp/d/1-choiceelegantmassagetherapy/6318934292.html,"Fairfax,Vienna,McLean,Merrifield",9/24/2017 9:59,38.8719,-77.2316,2931-C  ESKRIDGE RD,12/14/2017,CL
New arrived handsome Asian male massage therapist here professional massage therapist .. M4M best massage.Deep Tissue and Swedish Oil massage on a relaxing body work Table.. Private new apt here will be safe clean and private...Nice shower available at your request... True M4M experience...Trimming/Shaving will be available 4 Hands M4M best massage will be available Hope to hear from you soon!Just call or text : show contact info to make an appointment Mike/Kevin,VIP M4M Asian male massage therapist,https://washingtondc.craigslist.org/nva/thp/d/vip-m4m-asian-male-massage/6318931552.html,"Lake,ridge",9/24/2017 9:56,38.676,-77.3163,3221 BLUFF VIEW COURT,12/14/2017,CL
"__ * Swan Therapy * __show contact info*  a Top Luxury Oriental Therapy *You Won\'t Find a Better Asian Staff Anywhere Deep Tissue / Swedish / Shiatsu   Clean Shower Is Available  Open Everyday - 10AM To 10PM5146 Leesburg Pike 2ND. FL. Alexandria, VA 22302  Time to enjoy our top notch services & luxurious Spa""""",===?=G=R=A=N=D==O=P=E=N=I=N=G == F=A=B=U=L=O=U=S == A=S=I=A=N=======,https://washingtondc.craigslist.org/nva/thp/d/grandopening-fabulous-asian/6318929856.html,ALEXANDRIA,9/24/2017 9:54,38.8453,-77.1162,5146 LEESBURG PIKE,12/14/2017,CL
"World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us! 1039 Sterling Rd. Suite 102, Herndon, VA 9:30AM to 11:00PM8 Minutes From Dulles Airport","[[""'Now is the Best Time for a Relaxing Great Massage! ""]]""'""",https://washingtondc.craigslist.org/nva/thp/d/now-is-the-best-time-for/6318929384.html,"Herndon,Reston,Dulles,Sterling,Chantilly",9/24/2017 9:54,38.9683,-77.3971,1039 STERLING RD.,12/14/2017,CL
New arrived professional  pretty Asian female massage therapist here professional massage therapist .. W4M best massage.Deep Tissue and Swedish Oil massage on a relaxing body work Table.. Private new apt here will be safe clean and private...Nice shower available at your request... True W4M experience...Trimming/Shaving will be available Pls call  show contact info to make appointment Hope to hear from you soon!CiCi,Asian professional Female therapist,https://washingtondc.craigslist.org/nva/thp/d/asian-professional-female/6318929157.html,Woodbridge,9/24/2017 9:53,38.676,-77.3163,WOODBRIDGE,12/14/2017,CL
"M4M massage (Alex)I can make your stress, pain and fatigue disappear. Stop by if you need to tend to sore muscles, or just relax. Make an appointment today for a massage with a masculine approach.I offerDeep Tissue / Swedish / Shiatsu MassageComfortable & Clean Private RoomsTable Shower Available my rates  :49/hour(before 11 am Mon-Fri)tips are welcomePrivate ROOM, with showerM4M MassageMonday - Friday: 9:00 am to 11:00 pmSaturday - Sunday: All DayTelephone  :    show contact infoLooking forward to see you soon Thank you","Amazing ,$49/hr, M4M,Massage, Male Therapist For Men",https://washingtondc.craigslist.org/nva/thp/d/amazing-49-hr-m4mmassage-male/6318927577.html,"golansky,blvd,woodbridge",9/24/2017 9:52,38.6512,-77.3069,3135 GOLANSKY BLVD,12/14/2017,CL
bamboo therapyHealing & feeling traditional massage &wellness!Achieve your best Health and quality life with therapeutic massage for men and woman!Swedish Deep tissueAcupresureReflexology Aromatherapyshow contact infoshow contact info6828 commerce ST #102Springfield va 22150 (10am- 10pm) (Springfield medical art building),Quality of life with Quality of massage  703-789-0875,https://washingtondc.craigslist.org/nva/thp/d/quality-of-life-with-quality/6318924704.html,"Springfield,Alexandria,DC",9/24/2017 9:49,38.7823,-77.1851,6828 COMMERCE ST,12/14/2017,CL
"RT. ONE MASSAGE THERAPYRT.1 Is The Place To Be ForYour Much Needed Relaxation!==============================TEL: 7 0 3 - 4 9 1 - 6 0 0 0==============================Ultra-Refreshing Clean Shower IncludedDeep Tissue / Swedish / Shiatsu MassageAccept No Substitute ! - We Are The Best !Open 9AM - 10PM - DailyAsian Massage With Energy...........Will Put The Spring Back In Your StepVisit Us Today!13628 Jefferson Davis Hwy. Suite #2 2nd FL. Woodbridge, VA. 22191",+++++++ RT. ONE THERAPY +++ #1 ASIAN MASSAGE IN TOWN +++++++,https://washingtondc.craigslist.org/nva/thp/d/rt-one-therapy-1-asian/6318918796.html,WOODBRIDGE,9/24/2017 9:42,38.6566,-77.2508,13628 JEFFERSON DAVIS HWY,12/14/2017,CL
"COME SEE US TODAY!!CALL TO MAKE AN APPOINTMENT OR JUST WALK IN.EDSALL THERAPY6559 EDSALL RD. SPRINGFIELD, VA. 22151Tel:   show contact info   We are located near Rt. 395; Exit 2B for Edsall Road     . . . . . . . . . . . . . Wonderful Licensed Massage Therapists Offering:. Deep Tissue Massage. Swedish Massage. Shiatsu Massage. Shower. Relaxing Atmosphere  . . . . . . . . . . . 1 Hour - $801/2 Hour - $60Hours  10 AM - 10 PMOpen 7 Days (except holidays)VISA. . MasterCard. . DiscoverHave a Nice Day!!!",• • Edsall Therapy • • 703-914-0050 • •,https://washingtondc.craigslist.org/nva/thp/d/edsall-therapy/6318911164.html,"Springfield,Mixing,Bowl",9/24/2017 9:34,38.8029,-77.2116,NULL,12/14/2017,CL
"Relaxing Body, Mind, and Spirit Enjoy serenity and healing with a relaxing massage in the comfort of your hotel or your home. Incall available in Alexandria and Arlington. Outcall additional $30.00 traveling fee. Massage Therapy helps promote blood circulation, helps with chronic pain and muscle tension. Stress relief is key to finding balance to a healthy lifestyle!Call today to schedule!  show contact infoPrices for Swedish and Deep Tissue * 30 mins $60.00* 45 mins $75.00* 60 mins $ 95.00* 90 mins $130.00Hours: Monday-Saturday 8am-8pmcall or text to book your appointment at show contact info",????MASSAGE THERAPY????,https://washingtondc.craigslist.org/nva/thp/d/massage-therapy/6318891469.html,"Alexandria,Arlington",9/24/2017 9:12,38.7794,-77.1194,NULL,12/14/2017,CL
"At Clarendon Massage Therapy Center,we have a genuine interest in your health and wellness.If you are one of the many who work too much and sleep too little, trying one more thing can seem like too much.  Don\'t worry.  Here, we do the work.  With a variety of techniques to choose from, we bring multiple skills to the table.Our focus is totally on you.We will help make your stress, anxiety, and fatigue disappear. Join the many who have begun the process of taking better care of themselves, by making therapeutic massage a key element of their stress management routine.Take that first step and make an appointment today.Draping is to your comfort level.We are conveniently located a short walking distance from the Virginia Square and Clarendon Metro stations.There is ample on-street parking.Male Certified Massage TherapistBook online. Simply Click on the SCHEDULE NOW"" button on our Home Page:SCHEDULE NOW""",GET IN TOUCH WITH YOUR MALE MASSAGE THERAPIST TODAY...,https://washingtondc.craigslist.org/nva/thp/d/get-in-touch-with-your-male/6318877874.html,"ARLINGTON,Orange,Line,Metro",9/24/2017 8:55,38.8843,-77.1005,KENMORE AT FAIRFAX,12/14/2017,CL
"We have the best Asian Massage therapists. We offer a quiet and calm room for your relaxation. Special: Swedish Massage- $45/hrWe have many types of massage(Deep Tissue-$60/hr, Swedish-$45/hr, Hot Stone-$80/hr, etc.), Waxing, and foot reflexology.Come in for the 6th time and you will get a 50% off on any massage(Ask for more details)Make a reservation now! Call  show contact infoAddress: Reston Business Center11874 Sunrise Valley Dr. Unit 100Reston, VA 20191Tel:  show contact infoCash onlyHours: Mon-Fri 10:00am-9:30pm Sat-Sun 10:30am-9:00pm","Best AsianMassage**$45/Hr**In Reston, Herndon, Sterling 703-975-7658",https://washingtondc.craigslist.org/nva/thp/d/best-asianmassage45-hrin/6318872955.html,"Reston,Herndon,Sterling",9/24/2017 8:48,38.946,-77.3575,11874 SUNRISE VALLEY DR.,12/14/2017,CL
"We have the best Asian Massage therapists. We offer a quiet and calm room for your relaxation. Special: Swedish Massage- $45/hr*New* Foot Massage $39/Hr *New* Combo Massage $49/Hr - 30min Foot Massage and 30min Body MassageFoot Massage w/ Detox(70min) - $45We have many types of massage(Deep Tissue-$60/hr, Swedish-$45/hr, Hot Stone-$80/hr, etc.), Waxing, and foot reflexology.Come in for the 6th time and you will get a 50% off on any massage(Ask for more details)Make a reservation now! Call  show contact infoAddress: Minnieville Shopping Center Across from Wawa Gas Station and behind Jiffy Lube2878 Garber Way Woodbridge, VA 22192 Tel:  show contact infoCash onlyHours: Mon-Fri 10:00am-9:30pm Sat-Sun 10:30am-9:00pm",***Best new asian massage $45/hr** Foot Massage $39/Hr (703-490-2381),https://washingtondc.craigslist.org/nva/thp/d/best-new-asian-massage-45-hr/6318872370.html,Woodbridge,9/24/2017 8:47,38.6607,-77.2987,2878 GARBER WAY,12/14/2017,CL
"All Types of Oriental Massage! We Know Exactly what you Need, So Swing By and Enjoy the Best Body Work in Town. All Types of Oriental Massage! We Know Exactly what you Need, So Swing By and Enjoy the Best Body Work in Town. Sweet masseuses**Magical touch**Perfect massage~~~we have easy parking. front and back parking~~~ Sweet masseuses**Magical touch**Perfect massage~~~we have easy parking. front and back parking~~~ ~~ show contact info~",°°•°°•°°•Mclean CREAM soapland °°•571-376-3068,https://washingtondc.craigslist.org/nva/thp/d/mclean-cream-soapland/6318862179.html,"google,map",9/24/2017 8:32,38.9326,-77.1706,OLD DOMINION DR,12/14/2017,CL
"Come relax with a soothing the therapeutic massage .My style is normally to have a free-style combination ,hot oil ,Hot stone ,Cupping massage ,I providing detailed feedback .Offer Swedish , Shiatsu, Deep Tissue and Reflexology I also have a beautiful place Shower available before and afterparking free until midnight Please give me call NOW  Marky  show contact info","Professional Relax full body,Cupping massage (fairfax )",https://washingtondc.craigslist.org/nva/thp/d/professional-relax-full/6318852035.html,Fairfax,9/24/2017 8:15,38.8604,-77.2649,LEE HWY AT BAKE LEND,12/14/2017,CL
"Grand Opening  Swedish | Shiatsu | Deep Tissue | Massage Open 7 Days / 10am - 11pmSunday: 10am - 10pm3213 Columbia Pike Arlington, VA 22204",~?~?~ _____ ARLINGTON THERAPY _____ GRAND OPENING ~?~?~,https://washingtondc.craigslist.org/nva/thp/d/arlington-therapy-grand/6318468005.html,Arlington,9/23/2017 19:26,38.8618,-77.0904,3213 COLUMBIA PIKE,12/14/2017,CL
"WE ARE NEW , COME HERE TO RELAX !   ASIAN * MASSAGE     show contact info  ABSOLUTELY THE BEST ASIAN MASSAGE  Come Try......You will like to come back for sure!  Soft Touch  Deep-Tissue  Combination  Back Walking Swedish* Private Rooms * Professional Massage Tables * Clean & Comfortable **Beautiful Sweet Professional Masseuses Available*SATISFACTION GURANTEED!!!  show contact info Special:Swedish MassageDeep Tissue  60mins $60 Reflexology + Foot Spa 60mins $45CS MASSAGE11166 Fairfax Blvd #110,Fairfax.VA 22030CASH ONLY 10am -9pm, 7 Days a Week  * WE ARE HAPPY TO SEE YOU",??=====NEW MASSAGE THERAPIST !$45/Hr=====??,https://washingtondc.craigslist.org/nva/thp/d/new-massage-therapist-45-hr/6318445430.html,"FAIRFAX,NORTH,VA",9/23/2017 19:04,38.855,-77.3274,11166 FAIRFAX BLVD,12/14/2017,CL
New arrived professional  pretty Asian female massage therapist here professional massage therapist .. W4M best massage.Deep Tissue and Swedish Oil massage on a relaxing body work Table.. Private new apt here will be safe clean and private...Nice shower available at your request... True W4M experience...Trimming/Shaving will be available Pls call  show contact info to make appointment Hope to hear from you soon!CiCi,Asian professional Female therapist,https://washingtondc.craigslist.org/nva/thp/d/asian-professional-female/6318416436.html,Woodbridge,9/23/2017 18:38,38.676,-77.3163,WOODBRIDGE,12/14/2017,CL
"Grand Opening  Swedish | Shiatsu | Deep Tissue | Massage Open 7 Days / 10am - 11pmSunday: 10am - 10pm3213 Columbia Pike Arlington, VA 22204",~?~?~ _____ ARLINGTON THERAPY _____ GRAND OPENING ~?~?~,https://washingtondc.craigslist.org/nva/thp/d/arlington-therapy-grand/6318362105.html,Arlington,9/23/2017 17:51,38.8618,-77.0904,3213 COLUMBIA PIKE,12/14/2017,CL
