cl_ad_title,cl_url,cl_location,cl_ad,cl_ad_dt,cl_lat,cl_lon,cl_ad_street_addr,date_retrieved,data_source
"Jin is  at Jin Chinese Spa?571-299-9638?",https://washingtondc.craigslist.org/nva/thp/d/jin-is-at-jin-chinese-spa/6316256654.html,"Dunn,Loring","Hello, My name is Jin. I am an experienced Asian Certified Massage Therapist. If you desire to relieve your neck, shoulder or back fatigue, or just want to experience the ultimate relaxation, I can offer you a combination of techniques including Chinese traditional acupuncture point massage via my hands, elbows and knees, focusing on releasing and healing your body aches and injuries. Also, I can walk on your back with either lighter or heavier pressure, giving you a satisfied relaxation because of my techniques.I can treatment your pain: -Migraine HeadachesNeck PainBack pain-Overuse Injuries-Sports Injuries-Stress Disorders-Low Energy-Insomnia-Poor IndigestionPlease call or text to make an appointment from: **10:00am to 10:00pm** **7 days a week *****please contact  show contact info contact info to make an appointment***no walk-ins. Appointment only please***                   thank you","9/22/2017 9:44",38.8975,-77.2245,"2304 Gallows Road",2017-09-24,CL1
"Man Wellness by Best Nice Male Massage Therapist",https://washingtondc.craigslist.org/nva/thp/d/man-wellness-by-best-nice/6316253066.html,"google,map","I am a very nice and shaped male therapist. I have over five years experience on man massage therapy and wellness.I offer professional massage service. Meanwhile, I use high quality massage oil, lotion and cream to relax your body. I also do outcall (no travel fee).please make contact with me:  show contact info(703)270-8six5eight","9/22/2017 9:42",38.8663,-77.2003,"Arlington blvd",2017-09-24,CL1
"?~???~#1 CHOICE!~ELEGANT~MASSAGE~THERAPY~703-677-7707",https://washingtondc.craigslist.org/nva/thp/d/1-choiceelegantmassagetherapy/6316252481.html,"Fairfax,Vienna,McLean,Merrifield","~ FANTASTIC THERAPY! ~Been hard working lately? Need relief for pain and sore muscles?Come here today, our experienced Staff can help!Deep Tissue * Swedish * Shiatsu *  ReflexologyRelaxing music and ambiance * Plenty of parking~  show contact info ~~ MASSAGE THERAPY WORKS ~ Open 7 days  10am-9pm 2931-C  Eskridge Rd, 1st FloorFairfax VA 22031 (Merrifield   Vienna  McLean  Fairfax )http://www.massagetherapyworksus.com ~ SEE US TODAY!  ~","9/22/2017 9:41",38.8719,-77.2316,"2931-C  Eskridge Rd",2017-09-24,CL1
"~??~ALL NEW~~GREAT ASIAN MASSAGE $45/HR~~LUXURIOUS SPA~??~",https://washingtondc.craigslist.org/nva/thp/d/all-newgreat-asian-massage-45/6316246640.html,"google,map","Dadi Therapy http://www.dadimassage.com  show contact info  Open 7days 10am-10pm1 free massage if you prepay for 10 massageSwedish/Deep Tissue/Oil Massage/Hot stone/Cold Stone/Detox /Cupping/Acupressure/Couple Massage/Body ScrubsDeep Tissue $60/60minSwedish Massage $45/60minFoot Reflexology $45/60min Sport injury  Chinese pain relief therapy  Aromatherapy NECK PAIN SHOULDER PAIN BACK PAINHelp your body and mind relax while improving your overall health!7528 Diplomat Dr #101 Manassas, VA 20109","9/22/2017 9:36",38.7930,-77.5266,"7528 Diplomat Dr Manassas, VA 20109",2017-09-24,CL1
"~?~?~ _____ ARLINGTON THERAPY _____ GRAND OPENING ~?~?~",https://washingtondc.craigslist.org/nva/thp/d/arlington-therapy-grand/6316236985.html,Arlington,"Grand Opening  Swedish | Shiatsu | Deep Tissue | Dry Sauna Open 7 Days / 10am -11pmSunday: 10am - 10pm3213 Columbia Pike Arlington, VA 22204 Tired from work? Come and Enjoy our magic touch. Our Professional and friendly staff will Revitalize your day with a relaxing massage.","9/22/2017 9:29",38.8618,-77.0904,"3213 Columbia Pike",2017-09-24,CL1
"Relax and rejuvenate, new professional masseuse! Daily special ??",https://washingtondc.craigslist.org/nva/thp/d/relax-and-rejuvenate-new/6316219587.html,Vienna,"JJ Massage offers several massages that will be sure to bring you relaxation and rejuvenation!Our current special includes $50/1HR Deep TissueWe also offer $80/90MIN and gift certificatesCall now to make a reservation at  show contact info or walk right in!Our Hours:Weekdays - 10AM-9:30PMWeekends - 10:30AM-9:00PM","9/22/2017 9:13",38.9081,-77.2566,"111 Berry St SE Suite 102",2017-09-24,CL1
"+++++++ RT. ONE THERAPY +++ #1 ASIAN MASSAGE IN TOWN +++++++",https://washingtondc.craigslist.org/nva/thp/d/rt-one-therapy-1-asian/6316219098.html,WOODBRIDGE,"RT. ONE MASSAGE THERAPYRT.1 Is The Place To Be ForYour Much Needed Relaxation!==============================TEL: 7 0 3 - 4 9 1 - 6 0 0 0==============================Ultra-Refreshing Clean Shower IncludedDeep Tissue / Swedish / Shiatsu MassageAccept No Substitute ! - We Are The Best !Open 9AM - 10PM - DailyAsian Massage With Energy...........Will Put The Spring Back In Your StepVisit Us Today!13628 Jefferson Davis Hwy. Suite #2 2nd FL. Woodbridge, VA. 22191","9/22/2017 9:13",38.6566,-77.2508,"13628 Jefferson Davis Hwy",2017-09-24,CL1
"Men and women brazilian waxing",https://washingtondc.craigslist.org/nva/thp/d/men-and-women-brazilian-waxing/6316212901.html,Vienna,"Licensed and Certified with over 10 years of experience in body waxing, and shaving. Also specialize in performing skin care. Sugaring services can be requested. Both men and women are both welcome.  Brazilian $49 Back Wax $50  Bikini Line $35 Half Legs $35  Eyebrows and upper lips $20 Full Legs $60  Skin care starting at $60 Professional Courteous Service Excellent service with many returning clients I operate from a spa location. Call or text me Kim:  show contact info Appointment ONLY, no walk-ins.  I am located in Vienna across the street from the Exxon gas station.","9/22/2017 9:07",38.9069,-77.2584,"386 Maple Ave East",2017-09-24,CL1
"***Best new asian massage $45/hr** Foot Massage $39/Hr (703-490-2381)",https://washingtondc.craigslist.org/nva/thp/d/best-new-asian-massage-45-hr/6316210030.html,Woodbridge,"We have the best Asian Massage therapists. We offer a quiet and calm room for your relaxation. Special: Swedish Massage- $45/hr*New* Foot Massage $39/Hr *New* Combo Massage $49/Hr - 30min Foot Massage and 30min Body MassageFoot Massage w/ Detox(70min) - $45We have many types of massage(Deep Tissue-$60/hr, Swedish-$45/hr, Hot Stone-$80/hr, etc.), Waxing, and foot reflexology.Come in for the 6th time and you will get a 50% off on any massage(Ask for more details)Make a reservation now! Call  show contact infoAddress: Minnieville Shopping Center Across from Wawa Gas Station and behind Jiffy Lube2878 Garber Way Woodbridge, VA 22192 Tel:  show contact infoCash onlyHours: Mon-Fri 10:00am-9:30pm Sat-Sun 10:30am-9:00pm","9/22/2017 9:04",38.6607,-77.2987,"2878 Garber Way",2017-09-24,CL1
"Best AsianMassage**$45/Hr**In Reston, Herndon, Sterling 703-975-7658",https://washingtondc.craigslist.org/nva/thp/d/best-asianmassage45-hrin/6316209066.html,"Reston,Herndon,Sterling","We have the best Asian Massage therapists. We offer a quiet and calm room for your relaxation. Special: Swedish Massage- $45/hrWe have many types of massage(Deep Tissue-$60/hr, Swedish-$45/hr, Hot Stone-$80/hr, etc.), Waxing, and foot reflexology.Come in for the 6th time and you will get a 50% off on any massage(Ask for more details)Make a reservation now! Call  show contact infoAddress: Reston Business Center11874 Sunrise Valley Dr. Unit 100Reston, VA 20191Tel:  show contact infoCash onlyHours: Mon-Fri 10:00am-9:30pm Sat-Sun 10:30am-9:00pm","9/22/2017 9:04",38.9460,-77.3575,"11874 Sunrise Valley Dr.",2017-09-24,CL1
"°°•°°•°°•Mclean CREAM soapland °°•571-376-3068",https://washingtondc.craigslist.org/nva/thp/d/mclean-cream-soapland/6316184912.html,"google,map","All Types of Oriental Massage! We Know Exactly what you Need, So Swing By and Enjoy the Best Body Work in Town. All Types of Oriental Massage! We Know Exactly what you Need, So Swing By and Enjoy the Best Body Work in Town. Sweet masseuses**Magical touch**Perfect massage~~~we have easy parking. front and back parking~~~ Sweet masseuses**Magical touch**Perfect massage~~~we have easy parking. front and back parking~~~ ~~ show contact info~","9/22/2017 8:37",38.9326,-77.1706,"old dominion dr",2017-09-24,CL1
"((Tranquility))= Zen= ((Asian Massage Treatment))! Total Relaxation!",https://washingtondc.craigslist.org/nva/thp/d/tranquility-zen-asian-massage/6316158674.html,"Herndon,Reston,Dulles,Sterling,Ashburn","New World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us Now! Newly Refreshed Facilty!9:30AM to 11:00PM","9/22/2017 8:03",38.9682,-77.3971,"1039 Sterling Rd. Suite",2017-09-24,CL1
"Professional Relax full body,Cupping massage (fairfax )",https://washingtondc.craigslist.org/nva/thp/d/professional-relax-full/6316156551.html,Fairfax,"Come relax with a soothing the therapeutic massage .My style is normally to have a free-style combination ,hot oil ,Hot stone ,Cupping massage ,I providing detailed feedback .Offer Swedish , Shiatsu, Deep Tissue and Reflexology I also have a beautiful place Shower available before and afterparking free until midnight Please give me call NOW  Marky  show contact info","9/22/2017 8:00",38.8604,-77.2649,"Lee HWY at Bake lend",2017-09-24,CL1
"New arrivals, Charming Asian skilled  Masseuses",https://washingtondc.craigslist.org/nva/thp/d/new-arrivals-charming-asian/6316156412.html,"golansky,woodbridge,VA","New arrivals, Charming Asian skilled Masseuses & MasseurNew arrivals, Charming Asian skilled masseuses & Masseur(3135 golansky blvdwoodbridge,VA 22192)Why waste your time & $$ to try different therapists? One stop here is your destination! ^.^ Authentic:  Chinese Tui-Na/ Acupressure /Deep Tissue/ Swedish / 4 Hands Massage/ Couple massageTable shower  are availableMake an Appointments and walk in are  all WelcomeWe are available now. Call us at  show contact info@@@ We accept major credit cards Come in !! Enjoy our magic touch!You will be feeling like the "KING" since the moment you walk in ,here is your "KINGDOM\'...OPEN 365 DAYS/yearMon.-Sat.: 9:00am-11:00pmSun.: 10:30am-10:00pm","9/22/2017 8:00",38.6512,-77.3069,"3135 golansky  blvd",2017-09-24,CL1
"Male Massage Therapist",https://washingtondc.craigslist.org/nva/thp/d/male-massage-therapist/6316137837.html,Reston,"29 year old. Highly skilled m4m massage therapist with 10 years experience. Strong with soft hands.Skilled in: deep tissue, swedish, sports, stretching, full body, complete stress relief, relaxing, therapeutic and tailored to your needs.Nice setting in home with heated table, oils, and music.Hours and Rates: M-Th 5am-1pm /9pm-midnight. F 630pm-midnight.Saturday morning Sunday evening. (Schedule can vary) 60 min-65$ 90min-95$ Also accept Credit Cards(additional 5$ fee) Text or email for more information","9/22/2017 7:28",38.9226,-77.3710,NULL,2017-09-24,CL1
"Exceptional Therapeutic and Sports Massage",https://washingtondc.craigslist.org/nva/thp/d/exceptional-therapeutic-and/6315898962.html,"['Fair,Oaks","["Not just a massage, but a serious professional bodywork treatment session including: Full Body combo Swedish deep tissue and Sports massage stretching. I provide a massage treatment like none you have ever had. If your shoulders, back, or sides ache from tight muscles and tension, you owe it to yourself to try my SIDE-LYING deep pressure treatment. Few people have experienced this because few providers are willing to expend the energy or have the strength to do it. Assisted stretching will challenge and extend your range of motion with surprising immediate results!Customized to YOU. No more tight shoulders, relieve your back pain, loosen tight hips, neck, glutes and legs. Goal is the best massage treatment of your life. Friendly and kind Black male masseur. Please don't respond if you have gender or race preferences. Strong with great hands to deliver deep pressure throughout the session.This a very serious bodywork treatment provided at home studio in Fair Oaks area, with heated table, hot stones, hot towels, and professional unscented massage creams.  Shower available.  Most sessions are 90 minutes, but can do 120 minutes. Time is hands-on for the full duration. $80/$120 for 60/90 minutes. 120 minute session also available.Reply to schedule appointment. Due to fakes and flakes (you know who you are), will confirm appointment ONLY by phone. Location provided with confirmed appointment.    "]","9/21/2017 22:04",NULL,NULL,NULL,2017-09-24,CL1
"??????5 STAR ASIAN MASSAGE / SHIRLINGTON THERAPY ??",https://washingtondc.craigslist.org/nva/thp/d/5-star-asian-massage/6315879679.html,ARLINTON,"[" Welcome To SHIRLINGTON THERAPY  WORLD-CLASS SERVICE If You Appreciate Exceptionally Good REAL Asian Massage and Some Much Needed Personal Pampering To Recharge and Destress Then You're Looking At The Right Ad... Our Therapy Is The Place To Be For Your Much Needed Relaxation !! Swedish - Shiatsu - Deep Tissue - Massage  Table Shower Available - CC Aceppted  Mon - Sat / 10AM To 12AMSunday: 10AM - 10PMshow contact info2249 S Shirlington Rd #C, Arlington, VA 22206 "]","9/21/2017 21:42",38.8496,-77.0840,"2249 S Shirlington Rd",2017-09-24,CL1
"~?~?~ _____ ARLINGTON THERAPY _____ GRAND OPENING ~?~?~",https://washingtondc.craigslist.org/nva/thp/d/arlington-therapy-grand/6315800568.html,Arlington,"Grand Opening  Swedish | Shiatsu | Deep Tissue | Massage Open 7 Days / 10am - 11pmSunday: 10am - 10pm3213 Columbia Pike Arlington, VA 22204","9/21/2017 20:18",38.8618,-77.0904,"3213 Columbia Pike",2017-09-24,CL1
"Quality of life with Quality of massage  703-789-0875",https://washingtondc.craigslist.org/nva/thp/d/quality-of-life-with-quality/6315748240.html,"Springfield,Alexandria,DC","bamboo therapyHealing & feeling traditional massage &wellness!Achieve your best Health and quality life with therapeutic massage for men and woman!Swedish Deep tissueAcupresureReflexology Aromatherapyshow contact infoshow contact info6828 commerce ST #102Springfield va 22150 (10am- 10pm) (Springfield medical art building)","9/21/2017 19:28",38.7823,-77.1851,"6828 commerce ST",2017-09-24,CL1
"WE REALLY THINK YOU'LL LIKE THIS. THE MASSEUSE YOU'VE BEEN WAITING FOR",https://washingtondc.craigslist.org/nva/thp/d/we-really-think-youll-like/6315738265.html,"_FAIRFAX,VA","["A SPA LIKE NO OTHER!    PINE TREE SPA   ALL NEW BEAUTIFUL Staff! a truly unique experience you won't forget. Absolutely amazing -- don't hesitate, just GO!  Call NOW!!  --show contact info-- massage, relaxation therapy and more...Table Shower and Dry Sauna too!Open Every day 10am-10pm. CC's Accepted.Let us pamper you like a VIP9512-C Lee Highway, 2nd Floor, Fairfax, VA 22031 "]","9/21/2017 19:20",38.8604,-77.2649,"9512-C Lee Highway",2017-09-24,CL1
"?? GARDEN SPA - TICK TOCK: THIS MASSEUSE STARTS TODAY! HURRY-MUST-SEE!",https://washingtondc.craigslist.org/nva/thp/d/garden-spa-tick-tock-this/6315736278.html,"__FAIRFAX,VA","["quite simply put, stunningly beautiful ... HURRY HURRY must see.    GARDEN SPA    GUARANTEED STRESS RELIEF!So Much More Than Just The BestEXTRAORDINARY is an understatement.Call quickly! --show contact info--   Heavenly Service - EVERYTIME!! Swedish - Shiatsu - More! Open Every day 10am-10pm. CC's Accepted. Magnificently decorated massage rooms! 9516-B Lee Highway, Fairfax, VA 22031 "]","9/21/2017 19:18",38.8604,-77.2649,"9516-B Lee Highway",2017-09-24,CL1
"??[SPECIAL $60] - ????NEW STRUFF??????",https://washingtondc.craigslist.org/nva/thp/d/special-60-new-struff/6315726190.html,fairfax,"ASIAN MASSAGENEW GORGEOUS STAFFProfessional Relaxing Massage Attractive, Trained, and Friendly Asian Attendants  Relaxation Body Rub  Great Therapy WE ACCPET EVERY CREDIT CARD Open 10am-10PM Every Day! Feel healthy again Try our relaxing massage Walk ins welcome or call for appointment   show contact info 11166 FAIRFAX BLVD#110  FAIRFAX 22030 WE ARE HAPPY TO SEE YOU","9/21/2017 19:09",38.8546,-77.3270,"11166 fairfax blvd",2017-09-24,CL1
"^^^__The Best Massage In Town!___UPSCALE ASIAN INSPIRED ATMOSPHERE_^^^",https://washingtondc.craigslist.org/nva/thp/d/the-best-massage-in/6315714659.html,"__TYSON,S,VIENNA,McLEAN","_____G & G Wellness Center_____"Come See Us and Let Us Melt Your Stress Away!"GRAND OPENING!Treat Yourself To a Best Relaxing Asian BodyworkFeel Better Today..The Oriental Way~ Deep Tissue - Swedish - Shiatsu Massage ~~ Luxurious T. Shower / Upscale Dry Sauna ~8450 Tyco Rd. Suite-C Vienna, VA. 221827 0 3 - 4 6 2 - 9 1 6 1","9/21/2017 18:59",38.9335,-77.2371,"8450 Tyco Rd",2017-09-24,CL1
""[["'Now is the Best Time for a Relaxing Great Massage! "]]"'",https://washingtondc.craigslist.org/nva/thp/d/now-is-the-best-time-for/6315696971.html,"Herndon,Reston,Dulles,Sterling,Chantilly","World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us! 1039 Sterling Rd. Suite 102, Herndon, VA 9:30AM to 11:00PM8 Minutes From Dulles Airport","9/21/2017 18:44",38.9683,-77.3971,"1039 Sterling Rd.",2017-09-24,CL1
"?? HEALING BODYWORKS ?? ASIAN MASSAGE | GRAND REOPENED NOW!",https://washingtondc.craigslist.org/nva/thp/d/healing-bodyworks-asian/6315684469.html,"ARLINGTON,VA","[" Healing Bodyworks  Premium Asian Massage!   All New Staff!  Under Totally New Management  Comfortable Private Rooms   Skilled & Friendly Asian Staff  Outstanding Courteous Service  Immaculately Clean   Refreshing Shower  Swedish, Shiatsu, Deep Tissue, & Relaxation Massage Available  Convenient Parking Day & Night  Open 7 Days 10am -- 11pm  All Credit Cards Accepted  Call Today!   show contact info 5133 Lee Highway, Arlington, VA., 22207*Right On Lee Hwy., In The Strip Mall Across The Street From Wendy's...(Private Parking Is Available In Back Of Building) "]","9/21/2017 18:33",38.8967,-77.1316,"5133 Lee Highway",2017-09-24,CL1
"$$$$$$ Special $50/Hour $$$$$$",https://washingtondc.craigslist.org/nva/thp/d/special-50-hour/6315676550.html,Herndon,"====== $$$$$$  Special $50/Hour  $$$$$$ ======*************CRYSTAL MASSAGE************======GRAND OPENING! CRYSTAL MASSAGE======MILITARY DISCOUNT 10 %ShiatsuDeep TissueSwedishBack WalkChinese MassageTable Shower We accept credit cardsCALL NOW show contact info FOR DETAILSFlexible Hours(Walk-Ins Welcome or By Appointment )OPEN 10AM TO 10PM DAILY102 Elden Street, suite 18, Herndon,VA 20170Close to Reston , Chantilly, Dulles, Herndon, Great Falls, Herndon","9/21/2017 18:26",38.9666,-77.3663,"102 elden street",2017-09-24,CL1
"BEST ASIAN MASSAGE *****(((((*** FEEL THE DIFFERENCE ***)))))_________",https://washingtondc.craigslist.org/nva/thp/d/best-asian-massage-feel-the/6315637880.html,ARLINTON,"[" Welcome To SHIRLINGTON THERAPY  WORLD-CLASS SERVICE If You Appreciate Exceptionally Good REAL Asian Massage and Some Much Needed Personal Pampering To Recharge and Destress Then You're Looking At The Right Ad... Our Therapy Is The Place To Be For Your Much Needed Relaxation !! Swedish - Shiatsu - Deep Tissue - Massage  Table Shower Available - CC Aceppted  Mon - Sat / 10AM To 12AMSunday: 10AM - 10PMshow contact info2249 S Shirlington Rd #C, Arlington, VA 22206 "]","9/21/2017 17:56",38.8496,-77.0840,"2249 S Shirlington Rd",2017-09-24,CL1
"______________MAGNIFICENT__ORIENTAL__MASSAGE ___________________",https://washingtondc.craigslist.org/nva/thp/d/magnificentorientalmassage/6315636978.html,"TYSON,S,CORNER,VA","Luxurious Asian Massage=====*   ENLIVEN THERAPY    *=====" WORLD-CLASS SERVICE " Relax Your Body And Mind With A Rejuvenating, Refreshing, And Restorative Massage" We Truly Are The Best & The Best Asian Massage " || Swedish || Deep Tissue || Shiatsu Massage |||| Refreshing Shower || Dry Sauna ||Open  7 days a week: 10:00am-10pm _______show contact info_______8472-D TYCO ROAD, VIENNA, VA 22182CLICK HERE * MAP","9/21/2017 17:55",38.9330,-77.2378,"8472 TYCO RD",2017-09-24,CL1
"• • Edsall Therapy • • 703-914-0050 • •",https://washingtondc.craigslist.org/nva/thp/d/edsall-therapy/6315568737.html,"Springfield,Mixing,Bowl","COME SEE US TODAY!!CALL TO MAKE AN APPOINTMENT OR JUST WALK IN.EDSALL THERAPY6559 EDSALL RD. SPRINGFIELD, VA. 22151Tel:   show contact info   We are located near Rt. 395; Exit 2B for Edsall Road     . . . . . . . . . . . . . Wonderful Licensed Massage Therapists Offering:. Deep Tissue Massage. Swedish Massage. Shiatsu Massage. Shower. Relaxing Atmosphere  . . . . . . . . . . . 1 Hour - $801/2 Hour - $60Hours  10 AM - 10 PMOpen 7 Days (except holidays)VISA. . MasterCard. . DiscoverHave a Nice Day!!!","9/21/2017 17:04",38.8029,-77.2116,NULL,2017-09-24,CL1
"!!!Fine Relaxing Therapy, Quality Massage, Renew Yourself Now!!!",https://washingtondc.craigslist.org/nva/thp/d/fine-relaxing-therapy-quality/6315559021.html,"Herndon,Dulles,Reston,Chantilly,Ashburn","New World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us! 1039 Sterling Rd. Suite 102, Herndon, VA 9:30AM to 11:00PM8 Minutes From Dulles AirportBest Therapy Everyday","9/21/2017 16:58",38.9683,-77.3972,"1039 Sterling Rd. Suite 102",2017-09-24,CL1
"_________You DESERVE the BEST MASSAGE of ALL TIME _________________",https://washingtondc.craigslist.org/nva/thp/d/you-deserve-the-best-massage/6315555894.html,"TYSON,S","_____[[___GRAND  OPENING ! ]]_____Let Our Beautiful Asian Staff Pamper U Today!Nothing Compares to Our Magical Asian MassageDeep Tissue / Swedish / Shiatsu MassageLuxurious Shower / Dry SaunaOPEN DAILY 10 TO 10~*~ Walk-Ins Welcome ~*~Treat Yourself To a Best Relaxing Asian BodyworkFeel Better Today..The Oriental Way8450 Tyco Rd. Suite-C Vienna, VA. 22182","9/21/2017 16:55",38.9335,-77.2367,"8450 Tyco Rd",2017-09-24,CL1
"[[=]]__WELCOME TO BEST ASIAN MASSAGE IN TOWN!__[[=]]",https://washingtondc.craigslist.org/nva/thp/d/welcome-to-best-asian-massage/6315555418.html,"[ , ]__,VIENNA,TYSONS","[[=]]__WELCOME TO BEST ASIAN MASSAGE IN TOWN!__[[=]]" Comfortable & Serene Environment! "VIP\'s Facility Is Renowned For Its ServiceThe Spa Is Absolutely Spotless, Tranquil & Very ComfortableYou Will Feel Right At Home From The Very First Moment You Walk InDeep Tissue / Swedish / Shiatsu Massage Friendly Asian StaffOpen 7 Days / 10AM TO 10PMRefreshing Table Shower 7 0 3 - 9 9 2 - 9 7 0 0  2240 Gallows Rd. Suite B Vienna, VA 22182","9/21/2017 16:55",38.9042,-77.2227,"2240 Gallows Rd",2017-09-24,CL1
"• • Edsall Therapy • • 703-914-0050 • •",https://washingtondc.craigslist.org/nva/thp/d/edsall-therapy/6315546923.html,"Springfield,Mixing,Bowl","COME SEE US TODAY!!CALL TO MAKE AN APPOINTMENT OR JUST WALK IN.EDSALL THERAPY6559 EDSALL RD. SPRINGFIELD, VA. 22151Tel:   show contact info   We are located near Rt. 395; Exit 2B for Edsall Road     . . . . . . . . . . . . . Wonderful Licensed Massage Therapists Offering:. Deep Tissue Massage. Swedish Massage. Shiatsu Massage. Shower. Relaxing Atmosphere  . . . . . . . . . . . 1 Hour - $801/2 Hour - $60Hours  10 AM - 10 PMOpen 7 Days (except holidays)VISA. . MasterCard. . DiscoverHave a Nice Day!!!","9/21/2017 16:49",38.8029,-77.2116,NULL,2017-09-24,CL1
"?? HERNDON THERAPY | "IT JUST DOESN'T GET ANY BETTER THAN THIS!!"&#128155",https://washingtondc.craigslist.org/nva/thp/d/herndon-therapy-it-just/6315502574.html,"_HERNDON,VA","It is more than a pamper.  ELEGANT--ASIAN--BODYWORK! Serene Music, lavish private therapy rooms [[HERNDON THERAPY]] We have all you need to relax and unwind.  "Best Massage, Sauna and Relaxation ever!!!!"  Our trained staff are available for stress relieving massage. The most lovely therapists in town. Open 7 Days 10am-10pm. CC\'s Accepted. CALL TODAY!  show contact info   This spa KNOWS how to take care of you. 201 Elden Street #204, Herndon, VA 20170","9/21/2017 16:18",38.9664,-77.3689,"201 Elden Street",2017-09-24,CL1
"? PINE TREE SPA -  "STUNNINGLY" BEAUTIFUL  NEW ASIAN MASSEUSE ?",https://washingtondc.craigslist.org/nva/thp/d/pine-tree-spa-stunningly/6315497306.html,"FAIRFAX,VA",""Stunningly" Beautiful Asian Masseuse So attractive It Will Leave You Speechless!   PINE TREE SPA  Can literally make mouths drop!!! a truly unique experience you won\'t forget. Absolutely amazing -- don\'t hesitate, just GO! Call NOW!!  --show contact info-- Relaxation, Deep Tissue, Swedish, and more!Table Shower and Dry Sauna too!  Open Every day 10am-10pm. CC\'s Accepted.Let us pamper you like a VIP 9512-C Lee Highway, 2nd Floor, Fairfax, VA 22031","9/21/2017 16:14",38.8604,-77.2649,"9512-C Lee Highway",2017-09-24,CL1
"?? FIRST CLASS SERVICE AND RESULTS |  GARDEN SPA ?? NEW STAFF",https://washingtondc.craigslist.org/nva/thp/d/first-class-service-and/6315495373.html,"FAIRFAX,VA","["We're absolutely perfect for you!   GARDEN SPA   GUARANTEED STRESS RELIEF!an experience that exceeds your expectations EXTRAORDINARY is an understatement.Absolutely amazing -- don't hesitate, just GO! --show contact info--   Heavenly Service - EVERYTIME!! Swedish - Shiatsu - More! Open Every day 10am-10pm. CC's Accepted.  an unforgettable massage experience.9516-B Lee Highway, Fairfax, VA 22031 "]","9/21/2017 16:13",38.8604,-77.2649,"9516-B Lee Highway",2017-09-24,CL1
"MIKO'S SPA. A SPA GOER'S DREAM. EXCELLENT LOCATION AND INCREDIBLE SPA",https://washingtondc.craigslist.org/nva/thp/d/mikos-spa-spa-goers-dream/6315491268.html,"CHANTILLY,VA,MINUTES,FROM,THE,AIRPORT",""All spa-goers should be required to experience this!" "Incredible Service, Staff, Experience"   MIKO\'S SPA Luxurious Asian Massage Perfection!  Incredibly luxurious asian styled spa  STELLAR Asian Staff  very beautiful decors, spacious and clean  Swedish - Shiatsu - Deep Tissue - Acupressure  The best experience of any spa; Surpasses 5 star spas! Open Mon-Sat 10am - 8:30pm, Sun 11am - 6pm Call NOW!  show contact info   14155 Robert Paris Ct., Chantilly, VA 20151","9/21/2017 16:10",38.8867,-77.4457,"14155 Robert Paris Ct.",2017-09-24,CL1
"~?~?~ _____ ARLINGTON THERAPY _____ GRAND OPENING ~?~?~",https://washingtondc.craigslist.org/nva/thp/d/arlington-therapy-grand/6315479912.html,Arlington,"Grand Opening  Swedish | Shiatsu | Deep Tissue | Massage Open 7 Days / 10am - 11pmSunday: 10am - 10pm3213 Columbia Pike Arlington, VA 22204","9/21/2017 16:02",38.8618,-77.0904,"3213 Columbia Pike",2017-09-24,CL1
"______The Best Massage In Town!___UPSCALE RT. ONE THERAPY___",https://washingtondc.craigslist.org/nva/thp/d/the-best-massage-in/6315474156.html,WOODBRIDGE,"RT. ONE MASSAGE THERAPYRT.1 Is The Place To Be ForYour Much Needed Relaxation!==============================TEL: 7 0 3 - 4 9 1 - 6 0 0 0==============================Ultra-Refreshing Clean Shower IncludedDeep Tissue / Swedish / Shiatsu MassageAccept No Substitute ! - We Are The Best !Open 9AM - 10PM - DailyAsian Massage With Energy...........Will Put The Spring Back In Your StepVisit Us Today!13628 Jefferson Davis Hwy. Suite #2 2nd FL. Woodbridge, VA. 22191","9/21/2017 15:59",38.6566,-77.2508,"13628 Jefferson Davis Hwy",2017-09-24,CL1
