index,combined,type
793,"Welcome to our new open Massage Spa, we offer:Deep Tissue MassageSwedish Oil MassageFree Table Shower, Free cupping with 1 hour body massageFoot ReflexologyGreat Service & Great Price! Please call:  show contact infoAddress: 2179 Lawrencevile Hwy. Suite L.              Decatur, GA. 30033Nice Asian Staff Offer Oriental Body&Foot Massage, Free table shower!!",thp
794,"Grand Opening -- Elite Hands Massage by Experienced Professional Licensed TherapistsElite Hands MassageFirst timers can get a body massage (1 hour) for $49Olde Town Center216 Atlanta Road, Suite K, Cummings ,GA 30040Tel: show contact infoMon-Sat 10:30am - 10:00pmSunday 11:00am - 9:30pm?????????$49 ?????????SPECIAL ??????",thp
795,"Welcome to Sisi Massage! Grand opening special: $80/2hr. $50/hr.180 Cobb Pkwy SSuite 80Marietta, GA 30060Google Map(I-75 Exit #263 or #265, 1 Min drive to Marietta Trade Center. Next to GNC & Footlocker)  show contact info (Call or Text)Therapeutic Massage Types:1. Full body massage 2. Deep tissue massage 3. Swedish massage 4. Couples massage 5. Four-handed massage*Grand opening special: $80/2hr. $50/hr.*Free hot stone therapy and Free back walking Open 7 days a week 10 AM to 10 PM We accept Cash, Visa, MC, Amex, Discover.Both appointments and walk-ins are welcome.Friendly Asian therapists, comfortable environment, enough parking space, guaranteed.Google Map  show contact info (Call or Text)Look forward to seeing you soon! ?¯è?É?ù???¯è?É?ù?Ê?¯è?É?ù???¯è?É?ù?ÊGrand Opening Special $80/2Hr@Sisi Massage",thp
796,"Li Massage offers wonderful Asian massage performed by our nicest and most professional therapists. We are trained in specific techniques to relieve pain and stress in our private VIP rooms or couple rooms with relaxing environment and soft music.You have the option to choose massage therapists as you like.  Now Li Massage is celebrating grand opening:1-Hour Full Body Massage for $50. 2359 Windy Hill Rd SESuite 225Marietta, GA 30067Google Map(I-75 Exit #260, Windy Hill Village Shopping Center, Next to Blue Moon Pizza & AVIS car rental)  show contact info (Call or Text)Therapeutic Massage Types and Price:1. Full body massage 2. Deep tissue massage 3. Swedish massage 4. Couples massage 5. Four-handed massage*Grand opening special: $50/hr. *Free hot stone therapy and free back walking.*Table shower is $10. Free table shower for 2-hour massage and 4-handed massage. We accept Cash, Visa, MC, Amex, Discover.Open 7 days a week 10 AM to 10 PM.Both appointments and walk-ins are welcome.2359 Windy Hill Rd SESuite 225Marietta, GA 30067Google Map(I-75 Exit #260, Windy Hill Village Shopping Center, Next to Blue Moon Pizza & AVIS car rental)  show contact info (Call or Text)We look forward to seeing you soon. ?¯è?É??É?õ?¯è?É??É?õLi Massage Marietta?¯è?É??É?õ?¯è?É??É?õProfessional Massage",thp
797, ,thp
798,Hello Gentlemen! My name is Elizabeth. I am a licensed massage therapist. I travel to areas located in Metro Atlanta. Therapeutic Massage - $150.00 HourlyFor an appointment call  show contact infoPlease leave a messageSee you soon!!!*RELIEVE PAIN *PROMOTE RELAXATION* REDUCE STRESS & TENSION*    Schedule Your Appointment Today!,thp
799,"license info: MA28129 Tired and stressed by long work hours? I'm an experienced masseuse. I have experience of over ten years. I created unique technic to help people get rid of stress, headache, muscle pain and to get the best relaxation massage. Please allow me to pamper you. I can help you unwind from your daily challenges and stresses. My current goal is to treat you to a Superior Relax. Trust is a very crucial ingredient in giving and receiving body care and soul, that is what I offer you. My trust and my word that I will always have your best interest at heart. We can achieve this through proper communication of our expectations and knowing a little more about who I am as a person and as a professional.Thank you for taking the time to allow me to distress and make your life a little more joyful with my amazing techniques! Rate: 100 hour rate Call me at  show contact infoZen Relaxation",thp
800,"90mins with free table shower and free coconut oil or special oil.Don't look further.come try our massage, Our Therapists will make your experience with us truly relaxed &unforgettable. You will want to come back for more. XU YA Massage is combo of Deep Tissue, Acupressure, Shiatsu, Hot Stone & Barefoot/Ashiatsu (on request) Massage. It enables better ovygenated blood flow helping tissue repair, slows aging & helps relax your body & state of mind and LIFTS your tired muscles back to LIFE again. You will feel so good with your endorphins at end of massage its like having a new rejuvenated body. Don't wait ,Come try our massage. Reflexology & Ionic Detox also available.Try us out & get a truly relaxing lifting experience. Reflexology/Foot Massage, Ionic Detox are also available. Don't wait. Call without delay. Walk-in's are of course welcome.show contact infoWell Trained therapists for truly Relaxing experience",thp
801, ,thp
802, ,thp
803,"   YY MASSAGE     OPEN 9AM-10PM 7days a weekNEW TABLE SHOWER AVAILABLE IN STORE NOW!!!COME TRY FOR FREE!!TEL: Call  show contact infoor TEXT show contact info (CALL NOW FOR APPOINTMENT AND GET FREE Table Shower!)Location: 4651 woodstock rd ste460 roswell GA 30075BODY MASSAGE $59.99/hr(when mention this ad for FREE Table shower)4 hands Body massage $119.99/hr(appointment only) COME AND GIVE A TRY YOU WILL BE SURPRISE!!!***YY MASSAGE WILL GIVE BEST RELAXATION EVER***WALK IN & APPOINTMENT WELCOME!!DON'T Wait... COME NOW!! CALL for Special Price  show contact infoExperience the Most Amazing Feeling!!We pride ourselves in offering a quiet, soothing atmosphere. Located in an excellent area we offer several different massages, including:SwedishDeep Tissue Body massage Soft Touch  É?êGrand openingÉ?êFREE Table ShowerÉ??Full body massage",thp
804,"Sweet Massage5064 Nandina LaneDunwoody, GA 30338Open 7 days a week.Monday - Saturday: 10:00am - 9:00pmSunday: 12:00 noon - 8:30pm    Sweet Massage - Dunwoody - Holiday Sale",thp
805,"Delightful Spa, Best Asian Massage.Healing Hands  HOT STONE THERAPY, Deep Tissue, Swedish massageDry Sauna Room for your comfort.Walk-in's Welcome CALL NOW:  show contact infoSee you soon    Delightful Spa Asian Massage",thp
806,"   ~~Welcome to try the best Asian Massage in Johns Creek: Rose Massage   Special Discount Offer: One hour Free with 10 Visits10955 Jones Bridge Rd Ste 113 , Johns Creek, 30022 GAFor more information https://plus.google.com/+RoseMassageJohnsCreek/aboutÉù?Welcome to try the best Asian Massage~Éù?~Please call 4702233888",thp
807, ,thp
808,"---- Rose Massage (Norcross)  ----Clean RoomsRelaxing HoursProfessional Massage TherapistsBest in Town FANTASTIC RELAXING MASSAGE!Open Mon-Sun: 10:00am - 10:00pm é?è?É?ù??é?è?É?ù??Grand_Opening Special $39.99/hr.(5245 Buford hwy, Norcross)",thp
809,"Now is the time to pamper yourself!Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassagePrivate Shower For Your ConvenienceMassage Pro3105 Peachtree Parkway Suite 103 (141) Exit 13 on Ga 400show contact infowww.massageproga.com    MASSAGE PRO (Alpharetta / Johns Creek / Suwanee, Peachtree Pkwy. 141 )",thp
810,"Now is the time to pamper yourself!One Hour $60. One Half Hour $40.Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassageSunset Massage1595 Peachtree Parkway Suite 201 (141) Exit 13 on Ga 400sunsetmassagega.com    SUNSET MASSAGE, 470??-297-??4757 Exit 13 off 400 141",thp
811,"Great Wall Massage $49.99 1 hour Full Body MassageChair Massage for Shoulders - 15 minutes minimum just $15!!Professional Therapists waiting to serve you!SPECIAL!! FOOT MASSAGE - ONE HOUR JUST $30.00 SPECIAL!We are the very Busy, so best to make appointments 1 Hour Full Body Massage for $49.99 -- Call or TextFor relaxation or for a variety of health conditions: - Back pain - Inflammatory conditions such as arthritis and tendinitis - Stress relief and stress-related conditions - Migraines - Muscle and related conditions such as spasms, strains and sprains - Circulatory and respiratory problems - Relieves stress & Building Immunity.Warm, Clean Atmosphere awaits you-Men and Women. Ask about Our 4 Hand Massage -- NO Appointment Required. Next to Kroger at Wade Green and Hwy 92 6199 Hwy 92 Acworth, GA 30102 Suite 188ALL Major Credit Cards, CashNEW EXTENDED HOURS!!9:30 - 9:30 Mon thru Sat. 11:00 - 7:00 Sun30 Minute Massage..........................$40.0060 Minute Massage..........................$50.0090 Minute Massage..........................$80.00120 Minute Massage......................$100.0060 Minute Foot Massage..................$40.0030/30 Combo Foot/Body...................$50.0060/60 Combo Foot/Body...................$80.004 Hand One Hour............................$100.00$50 walk-in --- Call or text  show contact info	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00 Great Wall Massage $49.99 1 hour Full Body Massage",thp
812,"Come see me in my private home location just a few blocks from 285 and 400. I offer a relaxing environment, driveway parking and the best massage you've ever had! I like to work slowly and gently, while giving you the firm pressure needed to work out the kinks and knots. Of course, it's your massage, so I am open to what you want to get out of it. I have 18 years experience at making people feel amazing. Time for a new lease on life! Come give me a try. Men and women welcome. I do $80 per hr. or $120 for 90 minutes of pure unalloyed bliss. Please text or call rather than emailing if possible at  show contact info.  I look forward to making your day! Tim    STRONG----ATHLETIC----MALE",thp
813,"China Massage $49.99 1 hour Full Body MassageProfessional Therapists waiting to demonstrate Who's Who in Massage TherapyWe are the very Busy, so best to make appointments 1 Hour Full Body Massage for $49.99 -- Call or TextFor relaxation or for a variety of health conditions: - Back pain - Inflammatory conditions such as arthritis and tendinitis - Stress relief and stress-related conditions - Migraines - Muscle and related conditions such as spasms, strains and sprains - Circulatory and respiratory problems - Relieves stress & Building Immunity.Warm, Clean Atmosphere awaits you-Men and Women.4 Hand Massage -- NO Appointment Required. Behind BP Gas, at the corner of Mars Hill and Cobb Parkway 3451 Cobb Parkway, Acworth, Ga. 30101 Suite 8ALL Major Credit Cards, Cash, NO CHECKS!EXTENDED HOURS!!9:30 - 9:30 Mon thru Sat. 11:00 - 7:00 Sun30 Minute Massage....................................................................$40.0060 Minute Massage....................................................................$50.0090 Minute Massage....................................................................$80.00120 Minute Massage................................................................$100.0060 Minute Foot Massage............................................................$35.0030/30 Combo Foot/Body............................................................$50.0060/60 Combo Foot/Body............................................................$80.004 Hand One Hour......................................................................$100.00$50 walk-in --- Call or text  show contact info	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00 China Massage $49.99 1 hour Full Body Massage",thp
814,"Lu's Massage Kennesaw $49.99 1 Hour Full Body MassageGrand Opening Lu's Massage  show contact infoCall or TextFind out Who's Who in Massage Therapy2790 Cobb Parkway Suite BKennesaw, Ga, 30152Next Door to CVS Pharmacy at Cobb Parkway and Jiles RdProfessional Therapists are available hereFor relaxation or for a variety of health conditions:1. Back pain2. Stress relief and stress-related conditions,3. Building Immunity4. Migraines5. Muscle and related conditions such as spasms, strains and sprains6. Circulatory and respiratory problemsWarm, Clean Atmosphere awaits you-Men and WomenWe pride ourselves in being the Who's Who in Massage Therapy, if you're not satisfied, please let us know!!We take all Major Credit Cards, Cash, NO CHECKS.Call for AppointmentWalk-in's Welcome Lu's Massage Kennesaw $49.99 1 Hour Full Body Massage",thp
815,"Welcome to July Massage-=== Swedish  Deeptissue  Table Shower  Foot Massage ===-Call Today!Tel:  show contact infoClick for Direction!== MAP ==3342 Trickum Rd Suite C Woodstock, GA 30188Come Today Enjoy the Most Luxurious Massage that you deserveBody Massage---- $40/30mins || $50/60mins ----Foot Massage$40/60minsOpen 7 Days 10:00AM-9:00PM Have a serene and good feeling.Professional Massage Services, private rooms available with luxury designBest Massage from professional MasseusesCall Now at:  show contact info3342 Trickum Rd Suite C Woodstock, GA 30188 Walk-in-Welcome. ?¯è?è??ß July Massage Woodstock - Best Massage In town (770)702-5108",thp
816,"Far East Massage $59.99 1 hour Full Body MassageSave with an Appointment when you mention this AD and get 20% off a one hour massage - Call Ahead  show contact infoProfessional Therapists waiting to assist youFor relaxation or for a variety of health conditions:  - Back pain - Inflammatory conditions such as arthritis and tendinitis - Stress relief and stress-related conditions - Migraines - Muscle and related conditions such as spasms, strains and sprains - Circulatory and respiratory problems - Relieves stress & Building Immunity.Warm, Clean Atmosphere awaits you - Men and Women. Ask about Our 4 Hand Massage -- NO Appointment Required. Located within the Publix Plaza next to Subway @ East Cherokee and Old Hwy 5 6234 Old Hwy 5, Woodstock, Ga. 30188 Suite D-8ALL Major Credit Cards, Cash, NO CHECKSEXTENDED HOURS!!9:30a - 10:00p Mon thru Sat. 10:00a - 8:00p Sun	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00 Far East Masssage - CL SPECIAL! Get 20% off - Far East Massage",thp
817,I'm not going to sell you on a massageyou need one or want one or you don't right?I have a private studio in Inman Park 3030710 minutes from downtown  perfect forlunch or after work.  Weekends too1 hour is $100Text or call for  fastest response(for guys looking for something thesame day)  if you text--text your name and if you have a preferred time let me know instead of asking all my appts for the day.....makes everything so much easier (do you have 2 pm on tuesday available?)I'm 47 5'11 185 guy next door type of guyoh yeah my name is Reggie    M4M,thp
818,"We have professional licensed massage therapists. We provide a comfortable environment and a soft music to help you relax and satisfied. Come experience a relaxing Massage!!!We offer different types of massage:Deep tissue MassageSwedish MassageFoot MassageChair Massage(Neck And  Back)Feet walk back massageWe also offer hot stone,body scrub ;body massage with creamHong MassageCall for an appointmentwalk-in is also welcome show contact infoWelcome to stop by any time!!!We open 7days a week, 10:30am. to 10pm.    ?¯è?É???ùHong massage?¯è?É???ù?¯è?É???ù?¯è?É???ù?¯è?É???ù?¯è?É???ù",thp
819,"  ***@@**NEW OPENING **@@***Chinese Massage Beautiful Asians GRAND OPENING in LawrencevillOur Treatments Include: ~ Full Body Massage~ Foot Massage~ Deep Tissue / Soft Tissue ~ Back walking  ~ 4 HANDS Massage ~ Bodywork /Relax~ Knee Massage~ Hot Stone Therapy Massage~ Free Bathing Open 7 days : Monday - Saturday :10:00am ---- 9:30pm Sunday                :10:30am ---- 10:00pm  In LawrencevilleWalk-in or Call  show contact info(I-85 Exit107,then Go East and past Hwy 120 and GA-316, next to Five Guys Burgers and Fries)Address :4788 Sugarloaf Pkwy #103, Lawrenceville, Georgia 30044 @@@@!!!Grand Open!!!@@Best Oriental Massage@@@@@@",thp
820," MASSAGE SPRINGFor CELEBRATE WE GRAND OPEN.WE DO SPECIAL OFFER FOR ALL CUSTOMERS.We offer professional foot reflexology * body massage * deep tissue massage * kneeling back massage * Healing oils relaxing music and soft lighting are included for your ultimate comfort and relax.BODY MASSAGE WITH FREE HOT SHONECOMBO FEET AND BODY MASSAGEFOOT MASSAGE WITH FREE HOT STONE WE HAVE VERY NICE AND BEAUTIFUL PLACE. WE OPEN 7 DAYS A WEEK 11:00AM~10:PMWALK IN AND APPOINTMENT ALL WELCOME HURRY UP CALL AND MAKE APPOINTMENT. YOU WILL LOVE. YOU CAN'T MISS IT. WE ARE WAITING FOR YOU.Address: 2580 Windy Hill Road, #500, Marietta, GA 30067    Éù?Éù?Grand Opening ,body massage with free Vicky Shower,",thp
821,"When your body is aching for relief, please come see us and let our therapeutic hands melt your stress away, leaving your feeling heavenly with sweet dream. Make yourself comfortable and lose yourself in a world of deep body and mind relaxation at MASSAGE ANGEL!  ~~~~~Best Therapies for You!! ~~~~~    NICE ASIAN STAFF EVER FOREVER  Massage AngelWelcomes new staff and invites our existing as well as new customers to our professional services. We look forward to providing you with a quality and relaxing massageCome and Enjoy a Relaxing, Soothing Massage at Massage Angel.Friendly Staff await youOpen 7 days 1030A.M. - 10:00 P.M.Call  show contact infofor an appointment & Walk-ins Welcome1100 hammond dr. suite#450B atlanta ,ga 30328 Business website: massageangel.onlineCouples WelcomeWe have certified and well trained  Massage Therapists here ready to serve you. Our goal is to provide you with the most peaceful and relaxing massage experience here in the lowcountry by meeting your unique massage needs. Our facility is designed with this in mind to offer you an elegant environment and beautiful soothing music. Deep Tissue  Swedish  Hot Stone   Four Hands Massage  Foot Massage     ?¯è?É??É???¯è?É??É??Massage Angel?¯è?É??É???¯è?É??É???¯è?É??É???¯è?É??É???¯è?É??É??",thp
822, ,thp
823,"AMAZING EXPERIENCE!! ROSE Massage(Roswell)** Private massage rooms * Clean * Quite & Comfortable** Professional * Asian Massage Therapists** Best prices & better service with our advanced professional procedures** Relieve your pain and stress from your neck, shoulder, arm and backOur wonderful Staff Are Ready To Give You the best massage in Town!!Open 10:00AM - 9:30PM 7days/week Tel:  show contact infoAppointment or Walk-ins Welcome!Add: 11235 Alpharetta Hwy Suite 133 Roswell GA 30076(Same as Just Brakes Shopping Center)====Google map====Services: Full Body Massage / Vichy Shower / Knee Massage / Couples Massage Deep Tissue/Soft Tissue / Hot Stone Therapy Massage / Back Walking Massage Gift Cards Available! É??É??New sweet  Asian staff just arrived forÉ??É??Only$39.99/hr",thp
824,"  Welcome To lwin Foot Massage ~  DEEP TISSUE ~ SWEDISH ~ BODY&FOOT MASSAGE~ Private massage rooms, clean, quite and comfortableOpen Daily 10:00am to 9:00pm (sunday11:00am-9:00pm)Tel: show contact info2566 Shallowford Rd.#108.Atlanta, GA 30345Come and Visit US for a Great Massage** Foot Massage *** **  30min...$20 ** **  60min...$30 **** Body Massage *** **  30min...$40 ** **  60min...$50 ** **  90min...$80 **** combo Massage *** **  60min(30min foot&30min body)...$40 ** **  60min(30min foot&60min body)...$70 ** **  120min(60min foot&60min body)...$85 ** Improves: Quality of Sleep, Joint Movement, Muscle Tone, Blood Circulation, Digestive Efficiency, Elimination of ToxinsHere is Very Clean & Comforting Private Space.Help your body and mind relax while improving your overall health!~~  For The Most Relaxing Day Of Your Life~~Walk-in-Welcome ?¯è?É??É??=SOOTHING RELAXING Reflexology/Massage 678-670-2357",thp
825,"   New Client Special Discount~~Healthy Massage    Male therapist & Table Shower available   show contact info   Location #1: 875 North Main St, Ste 352, Alpharetta, GA 30009   show contact info   Location #2: 3710 Old Milton Pkwy, Ste 105, Alpharetta, GA 30005   Please Click here to View our Website!  Éù?New Client Special Discount $10 Off Massage & Free ShowerÉù?",thp
826,"STOP PAIN. Relax.Hongs Massage offers:    Full body massage    Foot massage    Couples massage    Back walkingBody massage (one hour and longer) includes FREE hot stone therapy and shower!!EARLY BIRD SPECIAL: Come in between 10 a.m. and 2 p.m. and receive a one-hour body massage for only $45!!!We are located near the Mall of Georgia just off I-85, next to Costco. Open 7 days a week, 10 a.m. - 10 p.m.Call for an appointment, but walk-ins are always welcome!1600 Mall of Georgia Blvd., Suite 858Buford, GA 30519show contact infohttp://hongsmassage.webs.com Éù?Éù?== EARLY BIRD SPECIAL!! 10 a.m.-2 p.m. $45! ===Éù?Éù?",thp
827,"((( GG Spa )))***BETTER RELAXATION 4 U***  3149 E Shadowlawn Ave NE, Atlanta, GA 30305 Come and enjoy a totally relaxing momentWe offer various relaxation service to suit your individual needs  show contact info Body to Soul: We heal you all over 24/7 Always be with youBeautiful  Global Staff are waiting 4 UFree Table Shower! DIRECTION: CLICK ========== ?¯è?É??É?? =========== GG SPA: 404-907-4699   ======= ?¯è?É??É?? ======",thp
828,"    ---Grand Opening--Welcome to Shannon Massage---    Grand Opening Special $45/Hr; New Asian Women Therapist @ Gainesville  Please Call   show contact info    229 Ee Butler Pkwy, #300, Gainesville, GA 30501  Absolutely Best Deal In Town & New Staffs  Éù?Grand Opening Special $45/Hr@678-999-8322Éù?New Asian Therapists",thp
829, ,thp
830, ,thp
831, ,thp
832,"Hello I'm Nicole, 100% Real and Natural...see me at my private suite...I will rub every inch of your....with my strong gifted hands...I will customize your session... just to cater your needs I'm waiting on you...Weekend Special: 20% OFF NEW CUSTOMERS 10% OFF Returning CustomersIncall Specials:60 min... $10030 min... $50************Outcalls 60 min....$12590 min....$150 **** Credit Cards Accepted ****CALL OR TEXT ME NOWshow contact info(NO BACK & FORTH EMAILS OR TEXTS)....You won't be disappointedOpen 12 hours daily*Weekends by appt only*Need More Info??Google Me:ArtfulTouch By Nicole    AMAZING TOUCH",thp
833, ,thp
834, ,thp
835, ,thp
836, ,thp
837,"I offer a variety of massages to include legs, back, shoulders, swedish and deep-tissue just to name a few  Schedule your appointment today.  show contact info! Men, Women, and Couples Welcome! Outcalls available! BENEFITS OF MASSAGE : Reducing stress, pain and muscle tension.AnxietyDigestive disordersFibromyalgiaHeadachesInsomnia related to stressRelaxing Peaceful Healing and much more. Thanks In Advance!    Massage By Bella",thp
838,"Professional Reliable Highly Skilled and Trained. A true licensed massage therapist for 11 years with next level skills I'm very In tuned. It's more than a massage it's an experience. A true oasis sure to send you on a mental vacation!Most Popular Service""Total Body Relaxation""30min $6530min Signature $801hr $1001hr Signature $13090min $15090min Signature $1602hrs also available Full Body Wash/Scrub w/massage 30min $801hr $120 90min $140Foot Bath/Scrub w/reflexology 30min $3540min $45 P.s Thai stretching, Hot Stones,Hot towel treatment, Back walking, Couples, Four Hands, Chair Massages, and/or Aroma therapy also availableText 1stCall, if no response within 10mins Available Now TEXT  show contact infoAsk For Yanni Office Airport ParkVirginia Ave College Park 30337Safe Clean and Cozy private location.show contact infoHands of a real Goddess...Highly Skilled and Reliable",thp
839,"Hi Im London the magic hand therapist! I offer calming massage.I am professional, kind and considered of each client's needs. I offer Swedish, deep tissue, not stone, Thai stretching.. to relax, relieve your body aches and energize mind and body. (text for more info)   show contact infoWelcome to call or text anytime! Hope to be of service soon!    Ebony Beauty Relaxing massage",thp
840,"Grand Opening ""Moon Massage"" Best Massage in Town !!!!!We are professional trained Asian Massage Therapist.Brand New establishment. Therapeutic massage service. Come in to relax with us.We are open 7 days: Mon-Sun 9:30am - 10:30p.mPhone:  show contact infoAddress: 5440 Buford Highway, Norcross, Ga 30071Walk-in Welcomed ! Our Service: Full body oil massage only $49.99Foot Reflexology MassageDeep Tissue / Soft Tissue MassageHot Stone Therapy MassageFour hands Massage only $99.99Couples Massage only $99.99Couple's Massage:This is the perfect romantic, birthday, or holiday gift for you and your spouse ! Two skilled massage therapists attend to you and the person you love.Hot Stone Massage:Great for stress reduction or relief of modest aches and sports pains.Full Body Oil Massage:A relaxing systematic stimulation of the soft tissue and muscles. This rhythmic flowing style relieves stress and imparts greater feelings or well-being.Four Hands Massage: Enjoy an extraordinary experience from two massage therapists working together on you using synchronized massage techniques that flow seamlessly over the entire body.Foot Reflexology Massage:Enjoy a healthful and stimulating experience for tired feet. Your foot reflexology massage therapist will apply pressure to specific points on your feet to stimulate blissful whole body rejuvenation.    Moon Message 1 Hour Body Massage ONLY $49.99 Call 470-290-9583",thp
841,"Thanks, so much for inquiring.  Experienced for 5 years in Thai, Swedish, Deep tissue, Sports and CranioSacral Therapy.Table/Music/Water ProvidedMy Location:$120.00Your Location:$150.00BY APPOINTMENT ONLY. show contact infoMASSAGE BY LINDA (LMT)",thp
842,"Exclusive Massage  show contact info or  show contact infoWalk In's 3030 Holcomb Bridge, Norcross Ga ( call when outside for suite number)Small studio with off street parking, nice relaxation atmosphere and skilled therapists who specialize in Swedish, Light Touch & Deep Tissue Massage. Private Rooms and Complementary Water, Non-Scented OilsWe also do grooming (waxing or shaving)Monday thru Friday 10-7pm Some Weekends By Appointment ONLY! *** We are 10-20 minutes from Norcross, Buckhead, Perimeter, Roswell, Alpharetta, John's Creek, Midtown & Spaghetti Junction ****** We are 20-40 minutes from Stone Mountain, Marietta, Douglasville, Airport, Smyrna, Kennesaw, Buford, Snellville, Suwanee, and Lawerenceville ***    Exclusive Massage 3030 Holcomb Bridge, NORCROSS 10-7pm",thp
843,"That's my picture, and I'm an experienced masseuse. I own my own shop, which has front parking or private parking in the back.Missy's Salon is at 3300 Peachtree Industrial Boulevard in Duluth.  Look for Miss Cindy's Dance Studio -- the Salon is next door.Call or text Missy at  show contact info (ask for Missy) to reserve a  private room.  Walk-ins are also welcome.Parking in the front of the Salon, or by a private door in the back.Open 6:00 am to 9:00 pm, seven days a week. Shower prior to visit for best experience. Asian Hands Massage -- $49/hr",thp
844,"Cozy Massage Is Now Open! Serving Lawrenceville, Buford, Suwanee, Lanier, Oak & wood, Flowery Branch & Gainesville.Appointment acceptable OR Walk-ins WelcomeWe provide the utmost professional massage services in the town. Friendly nice Asian Staffs. Our clean, comfortable service room and professional therapists will get rid of your stress fast! Come and Relax Visa, Master Card and Cash Accepted.Cozy RoomsRelaxing Service Professional Massage Therapists ""Grand Opening! 4850 Golden Parkway, Buford 30518. Exit 8 on I-985 N. Left on Friendship Road. Cozy Massage is in the Publix Shopping Center on Right, at 1st traffic light""Tel:  show contact infoCozy Massage: WHAT RELAXING MASSAGE MEANT TO BE!Cozy Massage At Lanier, Now Open for Suwanee, Buford, Lawrenceville",thp
845,"---- Rose Massage (Norcross)  ----Clean RoomsRelaxing HoursProfessional Massage TherapistsBest in Town FANTASTIC RELAXING MASSAGE!Open Mon-Sun: 10:00am - 10:00pm é?è?É?ù??é?è?É?ù??Grand_Opening Special $39.99/hr.(5245 Buford hwy, Norcross)",thp
846,Stressed out? Not sleeping well? Neck & Shoulder tension from too much time on the computer? Low back pain or just want to be pampered? I can help! Call Sharon  show contact info I also accept Visa and MasterCard! Will be in my new Marietta location on Roswell rd as of 11/13/17!    A Blissful Massage To Remember! Back in metro Atlanta!,thp
847,"If your seaching for total relaxation you've come to the right place2 hand massage: $50/30 mins, $65/45 mins and $80/60 minsOutcall: $70/30 mins $85/45 mins and $100/60 minsshow contact info Rain Now accepting payments of cash and cards    The Ultimate Massage",thp
848, ,thp
849,"Massage Inspire brings the best foot and body massage to the East Cobb. We work to provide you with the most comfortable and easing experience here in Massage Inspire, beginning with our reclining massage chairs. We want to ensure that your stay here is worry free and leisurely, providing a clean and soothing environment for our customers. Massage Inspire offers a large variety of massages for you to choose from, from our renowned hot stone massage to our stress-freeing foot massage which are all available in couple rooms as well.Deep Tissue, Swedish, Hot Stone, Sports, and Foot MassageMonday - Saturday 10:00am - 9:30pm Sunday 12:00pm - 8:30pm2745 Sandy Plains Road Marietta GA 30066Near Marietta, Sandy Springs, Dunwoody in East Cobb www.massageinspire.com  show contact infotag: massage, swedish massage, deep tissue massage, reflexology, hot stone therapy, sports massages, asian massage, chinese massagetag: Dunwoody, GA North Atlanta, GA Chamblee, GA Doraville, GA Roswell, GA Smyrna, GA North Druid Hills, GA Norcross, GA Marietta, GA North Decatur, GA Druid Hills, GA Tucker, GA Mountain Park, GA Decatur, GA Alpharetta, GA    É?? Massage Inspire Best Foot and Body Massage Sandy Plains East Cobb É??",thp
850,"QR Code Link to This Postwelcome To Balance Touch Massage ~  DEEP TISSUE ~ SWIDISH ~  OIL MASSAGE~ You would be satisfied with our friendly, private, professional Asian Masseuses.Give us a call as soon as possible so we can melt all your stress away NECK PAIN  SHOULDER PAIN  BACK PAIN  MUSCLE PAIN   Body massage$40/30minus || $60/60minus|| $90/90minus  Tel:  show contact infoOpen 7days 10am-9pm     Add:4994 Lower Roswell Rd,#25,Marietta, GA 30068 ====  Map ==== ~~  For The Most Relaxing Day Of Your Life~~Help your body and mind relax while improving your overall health!Body massage helps relax muscles & stress,relieve emotional tension,  eliminate toxins from body.Walk-ins,Welome?¯è?É??É???õÉ???™$40up?õÉ???™Wonderfull SOOTHING RELAXING Massage ?¯è?É?ù??",thp
851,"Store hours: 10:00am to 10:00pmOpen 7 days a weekOne hour $60. Half hour $40.Couples Massage .Full Body Massage .Deep Tissue /Soft Tissue.Hot stone Therapy Massage .Free Shower .Sauna.Appointment and Walk-In AvailableGreat Massage1408 Atlanta Hwy,C'umming GA 30040show contact infoHealth Massage1240 Buford Hwy Suite130,C'umming GA 30041show contact infoGreat Massage.?¯è?è????¯è?è??˙?¯è?è???& 2nd location is Health Massage",thp
852,$40 Special for a truly  unique massage or painless manScaping  by a caring experience blonde.  You will want to return again and again . Awesome flowing massage on your legs and hips . Warm soothing towels to leave you distressed and relaxed .  Call Pamela today for the experience you deserve at  show contact info   . Sea salt body scrub added to package for only $20    $40  uniqueMassage or Manscaping by Sweet talented Blonde 6789334463,thp
853, ,thp
854,"Are you looking for a very nice and special massage? So, here I am to help you feel better than ever!Skilled hands, soft music and good company.Your stress will be relieved and I will leave you feeling revived and refreshed.I'm available for in-calls and out-calls: $150/hrCash onlyCall David at  show contact infoLatin M4M Massage by David",thp
